id,song_title,artists,year
36880, everyday i have the blues,bb king,0
913077,get smarter,audiofly x,0
146375,bess oh where is my bess,ella fitzgerald_ louis armstrong,0
844824,banks of marble,pete seeger,1958
285639,you can hear the honey,akimbo,0
91997,hatred,stormtrooper,0
41490,respect,salvo carl & derrik,0
876100,oaxaca,saving grace,0
121491,kaleidoscope,bryan savage,0
404478,until i die,september,2007
410913,message to michael,lena horne & gabor szabo,1998
401243,white wedding,queens of the stone age,2007
767455,hit the switch,dj ss,0
171867,pain in vain,trash talk,2008
778853,if i could feel good,fluf,0
97625,hey there lonely girl,eddie holman,1986
397817,m'innamorai,il giardino dei semplici,0
867105,focus,defecation,1989
510262,the first and last,greater vision,0
765030,eggs and their shells,cocteau twins,1985
779983,yesterday to tomorrow,audioslave,2005
211336,polska,fisk industries,2006
143891,eric's song,vienna teng,2002
582530,planet lesbodian,rappy mcrapperson,0
542963,angels (radio edit),wax poetic feat. norah jones,2004
375614,answer of action,new flesh for old,1999
5063,mother earth,tingsek,0
172205,love for sale,tommy flanagan,0
893028,they used dark forces / teutonic witch,reverend bizarre,2007
359348,two sides,controlling the famous,2006
645656,un'incredibile storia,cattivi pensieri,1996
912900,fly away,blackfoot,0
311858,get behind me_ santa!,sufjan stevens,0
595250,crazy legs,demarkus lewis,0
485609,amoureuse,aldebert,2006
16202,swing like a baby,the wolfgang press,1988
841581,take me just as i am,lyn collins,1973
52416,in the middle (original boogie (ins),daz-i-kue feat. joy jones,0
63630,palindrome,die symphony,0
685870,my traveling star,james taylor,0
661861,moon and sun,niño y pistola,2008
853394,i didn't know the time,five man electrical band,0
536233,kali tihi,natassa theodoridou,0
396250,bang bang,equipe 84,1966
187548,nan dao zhen de bu neng yong ai jie jue ma ?,jacky cheung,0
442752,you like the way feat. strange boy,enur,2008
396422,the lantern,most precious blood,2001
38034,amores sin igual,david lee garza,0
923512,kingsize (you're my little steam whistle),haircut 100,0
782217,park it in shade,sasha,0
201330,les barbaresques,hervé roy,0
860631,weight of the world (lp version),overkill,1993
817177,longing to live like him,brent lamb,0
739105,bitter sweet,johan östberg,2004
370618,hojas muertas (les feuilles mortes),issac delgado,0
708778,i don't want to let you go,weezer,2009
590489,blackberry brandy,the old scratch revival singers,0
251477,i can't sleep!,commander tom,0
371140,white rabbit - live demo,lizzy borden,1986
115142,trying to get to you,david scott,2003
928403,the night,soft cell,2002
499870,come stop by,diva dee,0
472251,lord_ i lift your name on high (lp version),insyderz,0
717780,when are you coming back,susan ashton,1993
884076,montag,love life,0
101426,5 grains,kali,0
287395,coochie coup,louis logic,2003
249708,multiply,xzibit featuring nate dogg,2003
905256,kalise (jools mf remix),el guincho,0
629796,il cuore altrove,riz ortolani,2004
173035,if,the supremes / four tops,1972
873893,life & death,paradigm,0
815591,si t'es bonne,as de trêfle,2008
223745,sacred wars,afu-ra / don parmazhane / the bob,2000
758035,carsick,junip,0
196717,rocket reducer no. 62 (rama lama fa fa fa) (lp version),mc5,0
379401,dreamy,ammoncontact,2004
391919,put it on [backwards pinku vaaty remix],atjazz,0
664622,the question,dbridge,2008
890781,my foolish heart (lp version),the flamingos,1960
504128,lies,the johns,0
759248,almaz men eda new,mahmoud ahmed,0
613447,golden days,jack bruce,1994
659168,does your heart go boom (cuban boys remix),helen love,2002
788813,arms around the sun,sim redmond band,0
607680,aufgetaucht,medlz,2009
829624,the last roundup,richard souther,1997
790727,couldn't be real,mega banton,0
532468,questions + answers,the ataris / useless id,0
537447,don't want to be late,don francisco,0
801017,like a child again,the mission,1992
241861,light of love,tim bowman,1998
679726,jah give us love,cornell campbell,0
443257,perfectly alright,allison weiss,0
415140,kakkole,skiantos,1979
274985,red lights,delphic,2010
531683,enlightened evolution,astral projection,1995
266924,paranoid,vince neil,2004
896035,spectacular,chico hamilton quintet,0
915749,teardrops,the intruders,1973
732823,music in respect of silence,nigel kennedy,0
382716,the girls want to be with the girls (remastered & expanded version),talking heads,1982
633062,one night,smiley lewis,1991
900465,big takeover,bad brains,1982
28805,drawing 1 : suburban landscapes,swims,0
436648,in the middle of the night,new grass revival,1986
866505,all of you,keith jarrett_ gary peacock_ jack dejohnette,1989
162637,street of dreams,ray brown trio,0
192855,walk in my shadow,free,0
366814,demon tied to a chair in my brain,dax riggs,2007
614195,self defiance,cry of the afflicted,2007
302988,vai vai via,gino paoli,1989
72648,someday,camille jones,2008
536077,all i needed,thieves and villains,2008
805811,jade visions [take 1],bill evans trio,0
456054,today i sing the blues,o.v. wright,1999
142074,the book of shadows part iv: the scrolls of geometria divina,dragonland,2006
734722,pleasure and pain (album version),norma waterson,1996
623116,almost lover (album version),a fine frenzy,2008
321116,arrotino,renato carosone,0
692533,finding somebody new,aztec two-step,0
702358,mysteries,beth gibbons / rustin man,2002
451993,oyun,betül demir,2006
881349,intro,demo,0
404510,a little love,jc lodge,0
406919,livin fast,the loaded nuns,0
167574,solo,los amantes de lola,2001
248769,soul makossa,lafayette afro rock band,1973
477292,tam - ta? tirididam,trigon,0
882854,lost in acid,a.s.y.s.,0
599764,i regret the flower power (fragments of fear version with quiet village),black devil disco club with quiet village,0
655778,homesick (album version),michelle lewis,0
29368,what a homecoming day that will be,the kingsmen,0
543344,i'm over here,charlie dore,0
506904,stop gap,tiles,2004
455248,an buinneán buí (the yellow bittern)/the county tyrone/newry hornpipe,the chieftains,2000
829887,hows about that then,ronan o snodaigh,0
328464,colegio de aplicacao / terra livre (mixed by andy votel),novos baianos / albullio manuel,0
938324,high and lonesome,nikki sudden,2004
740526,i hate you tenessee,grace gale,2008
718610,question abuse,tree,0
490215,ojos negros,los chichos,1988
414894,despise [demo],slipknot,0
765782,willie the weeper,nitty gritty dirt band,1968
398316,no remorse (album version),twista,1997
162955,a kiss is all i miss (first kiss mix),yoomiii,0
854078,the awareness,ayreon,2008
369537,worlds of light,qntal,2008
662322,fige,anna meliti,0
530791,hard in the city,the creatures,0
960832,don't bring me down,lisa millett,0
752637,coeur soleil,sonia dersion,0
212901,moscas,el columpio asesino,2008
816499,signora,mia martini,1996
160598,black angels,blutengel,2008
848442,enter evening,kyle eastwood,0
860423,goodbye,eulogies,2009
310430,6 months,hey monday,2008
180142,i can't get started with you,tommy dorsey and his orchestra,0
259332,golden tusk the endearing,grey daturas,0
7903,today is the day,subaudible hum,2005
521251,rabbit up a gum stump,foghorn stringband,2005
564980,nineveh ( lp version ),david byrne,0
902779,don't call on me,the band of heathens,2007
644333,nuvogue (lp version),thomas dolby,0
947374,we got bored,586,2006
600597,black rats and top hats,blood on the wall,2004
954507,one two bop,fused forces,0
281262,hunger,hugh masekela,0
268811,survive,mekkanikka,0
444489,kemistry,goldie,0
641109,what if? (featuring nathan haines),sola rosa,2005
507061,suffering,the dj producer,2004
678474,girls,johnny burnette,1999
477728,ravens over my rave,albert vorne,0
737884,dream like new york,tyrone wells,2006
677791,i will trust [intro] (album version),damita,0
235454,smoke and mirrors (lp version),dead to fall,2006
684699,the other side,two dollar pistols,0
710403,fire engine red,the grid,1992
676804,home,hepcat,1996
389671,open arms,virtue,0
518107,home to mamma,patrizio buanne,0
621484,menuel i-ii from royal fireworks music suite (2005 digital remaster),empire brass,0
369932,rise of endyion,mad doctor x,2001
5995,contraband (live),mad caddies,2004
341539,suicide,the stuck-ups,0
224540,incubus,the electric hellfire club,1995
649728,driving wheel,big jack johnson,1987
865724,amnesia,ruth ruth,1995
379610,minutes of love,george kranz,0
270978,she's a flirt,the jewels,0
922766,bee vamp,eric dolphy,1961
94292,he needs me,bette midler,2005
726730,the things we do for love,10cc,1976
695499,so you say (acoustic version),siobhan donaghy,0
113509,il mercato del niente,punkreas,1997
643729,al mejor postor,los halcones de salitrillo,0
87320,mah nishtanah halailah hazeh mikol halaylot ?,ensemble lucidarium,0
43787,messiah,the boat people,2002
64911,gimme more,abi wallenstein,0
95988,aw snap! (remix),j bigga,0
294082,i'd do anything (album version),simple plan,0
246538,t.t.c.,rank 1,2002
784216,esperanza,orquesta aragon,1996
505712,no. 11811,indukti,2004
837816,double trouble - original,roy ayers,0
723351,tender branch,tift merritt,2008
224400,jongleure,krämer_ sebastian,0
157518,diciples of the king,force of evil,0
47559,nordbanhof,paul ritch,2008
485629,da molto lontano,edoardo vianello,0
723669,los angeles rap music,pigeon john,0
226909,high plains,krust,1999
4040,capricorn,motörhead,1979
75242,three gipsies,inchtabokatables,1993
790758,everything old is new again,p.j. olsson,0
348945,time,paul williams,0
119461,poppin,mister ries,0
534557,so real feat. erv ford & wordsworth,kaze,0
335166,draw me a circle,p. j proby,1973
884117,i.d.y. (i dance you),moguai,2009
801769,angie baby,ray conniff,0
650544,here goes my heart,the weather girls,0
947944,die herren reisen,tresenlesen,1998
752443,51 division,four80east,2007
754441,industrial discipline,fear factory,2010
690880,la sveglietta,renato carosone,0
884298,i can't make it alone,maria mckee,1993
652798,justice,voice of a generation,2004
820491,still the greatest,david lowe's dreamcatcher,0
909131,tercer acto,a.b. quintanilla iii y los kumbia all starz,0
654687,it ain't luck,year long disaster,2007
403110,heading to the light,manix,0
601277,babyboom (ohne mich),stereo total,2010
389770,sexy ida (part 1),ike & tina turner,1991
288374,back to the bridge,asie payton,2002
887436,subterranean sunlight,madrugada,2005
477956,lavadeira do rio,maria rita,2003
725575,imagine a nation,terry callier,2002
337259,i'm somebody's somebody,annette hanshaw,0
242889,can't i wonder,rivulets,2006
791239,norman bates,nacrobats,0
833864,secret fantasy,tom browne,0
491870,buttplug,lunachicks,0
277637,ella fue (she was the one),fania all stars,0
568679,take a lickin' and keep on kickin' (lp version),bootsy collins,0
797606,denton_ tx,the secret handshake,2007
927540,catastrophe,iv thieves,2006
898823,es por ti,efecto mariposa,2007
410565,every time i go,frank black,1993
568696,once around the weekend (album version),paul westerberg,1996
288763,i need lovin',magic slim & the teardrops,0
243177,my sisters and brothers (in christ),the boones,0
509004,raise up,$tinkworx,2004
464946,foggy dew - original,jerry butler,0
534225,standing on the shoulder of midgets part 3,artist unknown,2000
653459,resurrection,grave,0
182365,fine is fine,peasant,2009
125882,the america dream,supreme,0
82360,girls,phil lynott,1980
47310,lost for words,ronan keating,2003
39206,cecil rons,caravan,0
561423,echo echo,la caravane passe,2005
230970,m 13,derek bailey,1975
427731,twist,wild strawberries,2000
702194,mr. tom,patrick watson,2006
427933,crying in the night,boyzone,1996
358897,fünfte symphonie: 1. satz,gustav mahler,0
487862,i want you - you want me [def house mix],starpoint,0
703519,#4,aphex twin,0
916778,diamonds_ fur coat_ champagne,suicide,0
836902,so it goes,the click five,2007
544223,4. finale: vivace,emerson string quartet,0
397474,to de bem,natiruts,0
460416,dub forever,vibronics,0
352128,the dark end of the street,james carr,1966
895419,don't you remember,wadada leo smith,0
746121,die entstehung der nacht,die goldenen zitronen,2009
495460,what you've got,mcguffey lane,1998
924899,nega luzia (1999 digital remaster),paulinho da viola,0
868940,n.l. party,soulja slim_ master p_ silkk the shocker_ full blooded_ trenitty_ gambino family_ big ed_ prime suspects_ mac_ kane & abel_ magic_ snoop dogg,0
81308,mack the knife,louis armstrong,1956
567057,broomstick cowboy (digital re-recording),bobby goldsboro,0
380353,marmellata#25 (smooth),cesare cremonini,0
415278,cyo azz n da lot,dj paul,0
173750,café del mar,energy 52,1997
39480,teenage,on file,2010
307178,umbrella,rihanna feat. jay-z,2007
420991,bring it on down,aquasky & drumattic twins,0
146125,give your lady what she wants (album version),spinners,0
11758,intro : the greater wrath,impaled nazarene,2007
271981,wounded,he is legend,0
25161,i call you mine,compulsive gamblers,1999
460111,autoridades,capital inicial,1995
185342,sentimento reciproco,inoki,0
603992,electric love (ft. bill mcgruddy),solarstone,0
259808,real soon,dada,0
161323,i don't know,cripple clarence lofton,1999
872587,watch me,the jacka and berner featuring fed-x,0
318712,dreamer,isbells,2009
306257,hold my own (remastered) (album version),biohazard,1992
674202,music is a part of me,kashief lindo,0
643726,starman,culture club,1999
268429,volcano,vibronics,0
528245,shirt loop,dmz,1993
395631,marianne lapo fig,dédé saint prix_ pakatak,0
893786,get up on ya gangsta,teairra marí,2005
518674,this could be the day,robyn hitchcock,1984
388218,snakes and ladders,triple darkness,2008
184226,moon song,ray sandoval,0
702383,execution song,meteors,0
171949,eye spy (feat. lucrezia von berger),hector zazou,2004
832055,african teacher,burning spear,1980
495299,techno d-day,joe strummer and the mescaleros,0
377646,scotland yard,swayzak,2000
368856,he gradh_ ho gradh (he dear_ ho dear),julie fowlis featuring mary smith,2009
589607,one more night,darius rucker,2002
226218,little match_ big fire,tap tap,2006
205883,just a little bit,christina milian,2006
399814,you belong to me,carly simon,1978
22202,eternity's depths,asphyx,1996
121298,devanceiros,luar na lubre,1999
603088,club stunnin feat. the pack,traxamillion,2006
900280,tempo di menuetto (in the style of pugnani),itzhak perlman/samuel sanders,0
549142,save the world,maurizio solieri,0
572672,i'm sorry,the fine arts showcase,2009
142892,beloved enchantress,the moon and the nightspirit,2005
622012,toro mata,chabuca granda,0
642503,kingdom fall,miikka leinonen,0
203158,verbo carne,gustavo cerati,1999
403974,mother (explicit),derek & clive,0
10517,call me,terminal choice,2006
75879,valerie,brother firetribe,2006
519679,from the beginning,emerson_ lake & palmer,1972
434587,3400 fm (interlude),den gale pose,1998
351816,dark side (lp version),the shadows of knight,0
799477,strassentanz,sascha funke,2001
688181,hot bikini (extended version),sqeezer,0
773927,stuck to the grind,5th featuring cut throat_ reso,0
453931,im schlafanzug zu plus,japanische kampfhörspiele,2004
375819,evil kübl (2005 digital remaster),sielun veljet,1989
382386,dicen,mutandina,2005
627489,we ain't,the game / eminem,0
954041,knock me down (original long version),red hot chili peppers,2003
613190,whips & kisses,call,0
3327,come around,jump_ little children,0
131879,hooligans,don diablo & example,0
935340,kelp,portable,2002
617229,capone,ronan hardiman,0
865221,abandoner - danse macabre mix,steven wilson,0
452932,lovesick eyes,channel one,0
330475,hot tent blues,late of the pier,2008
271814,walking in the light,amy grant,1978
879100,what's on my mind,jim lauderdale,0
207285,i'm trying (live) (live),face to face,0
932780,hasta que te olvide,marisela,0
123864,no estamos lokos (kalikeno),ketama,0
739173,deth rock,mad cobra,0
46063,old man rocking chair,john williams,2004
774035,impulse,steve hill vs technikal,0
354839,we got guys,nils lofgren,0
149453,things ain't what they used to be,boogaloo joe jones,0
386855,running out of time (album version),templars,0
725030,slamming doors,niels van gogh vs. eniac,0
279556,nevada dawn,goteki,0
602848,a moment of silence (album version),streetlight manifesto,2003
486466,makin' money in chile,country joe mcdonald,0
885295,ginger jumps the fence,the herbaliser,1997
272656,if ever you're lonely,joi cardwell,0
313972,feeling the air,tania maria,1996
737950,methods of a ryda,cali life style,0
1477,turn to dust,boy george,0
894607,schwarzer fluss,die aeronauten,2004
556882,deliver me,the beloved,1996
960613,symphony no. 6 in c major_ d589: second movement: andante,sir thomas beecham/royal philharmonic orchestra,0
852341,questions,laws,0
464170,one love feat. rodney hunter,phonique,0
486699,world town,m.i.a.,0
151042,somewhere somebody,five star,1987
167928,if it doesn't kill you,siouxsie,2007
956193,mango skin,cookin' on 3 burners,2006
659549,in the clear,incognito,0
411424,mazi sou,helena paparizou,0
161311,symphonic dances from west side story/finale. adagio,david montgomery,0
805216,a simple change of heart,carrie newcomer,2010
860865,construction,jfc,2000
321922,pretender to the throne - opus ii,necromantia,0
627562,triple impasse,quasi,2001
652512,back to you (album version),faith hill,2002
406976,bring da beef,chingy featuring g.i.b.,2004
447427,upside down,michael prophet,0
279155,the tea,choklate,2009
490795,boy on the roof,stephen schwartz,2002
62130,terra incognita [the undiscovered world],consortium project iii,0
207824,onwards,afro celt sound system,2001
583874,bad day,seventh heaven,0
834689,instante,no lo soporto,2008
620654,misty,toots thielemans,0
398952,revelación,elecktra,0
32304,when i still needed you,afro celt sound system,2005
651582,satin 'n glass,us army field band jazz ambassadors,0
701396,ring damn you ring,mickey jupp,0
349667,i'm gonna be your elevator,the fresh & onlys,2009
727727,gehasst_ verdammt_ vergöttert (live),böhse onkelz,0
170662,three on a match,strike anywhere,2001
616032,cool_ clear water,love grocer,0
466666,grand canyon (ada's 1st dub),tracey thorn,2007
219293,in the streets,esg,1991
36508,space cowboy (remix),banaroo,2005
287417,headlines,neon blonde,2005
290999,i got my pride,spade cooley,0
900623,paris_ texas,ludov,2009
957079,stand out,daddy rings,0
624212,(how little it matters) how little we know (lp version),chris connor,2007
788290,why me lord,mickey gilley,2005
298920,rock n' roll fantasy,bad company,2009
338267,in the pocket,eric darius,0
352449,a força negra,da weasel,0
932049,live like jesus,the harmonizing four,0
183290,last assault,john carpenter,1998
557119,10 fingers 11 toes,the ponys,0
376779,i hate children (1980 demo) (2006 remastered lp version),adolescents,0
571705,run with me,slapbak,0
386599,christmas oratorio_ bwv 248: sinfonia_ 'and there where shepherds,atlanta symphony orchestra,0
900812,la historia de una amapola. el tío del tambor. por el puente triana. sueña la margarita,la murga,0
394915,everything but you,duke ellington quartet,0
249783,generate the wave,dave202,2006
912106,vistas of pasadena,hall of fame,2000
936442,iris,kleerup,2009
834549,calles de piedra,ramon ayala y sus bravos del norte,0
459209,kissing you,angela johnson,0
681897,gangster of buh,doormouse,2002
131689,all hail the panamanian subversive,thee hydrogen terrors,1996
855344,der brief,planlos,2005
424943,mystic love,los pericos,1998
649238,täyttä ymmärrystä vailla,mokoma,2006
755851,the art of losing,american hi-fi,2003
347188,way back home,little junior parker,1971
350096,she came from out of nowhere,leon rosselson,0
840747,moe life (feat. noke-d & toya),big moe,0
544080,drunken reprisal,23 skidoo,2009
89872,you're ever so inviting,underoath,2006
217640,buddy bolden's blues (morton),new york trumpet ensemble,0
955998,amores perros,gustavo santaolalla,0
132556,freeze (freeze remix bonus),oui oui,0
591435,ginger park (live in seattle),50 foot wave,0
782771,voglia 'e turna ( live ),teresa de sio,0
346253,blog,james kochalka superstar,2009
893868,brain safari,ralph lundsten,0
48164,if you seek amy,hoodfellas,0
418761,long time comin',the quireboys,1990
875080,avo,pure reason revolution,2009
734463,out there (5th dimension),masters & nickson feat. justine suissa,2004
738944,meditations,ohm guru,1996
840290,angus mackinnon,peatbog faeries,1996
546757,the boy that got away,the supremes,2000
900969,laughing now,the gordons,0
722382,hottest shot,king pin,0
746944,funky street,arthur conley,1995
303427,ballerina (album version),sammy davis jr.,0
766108,j'ai perdu ma chance,pine leaf boys,2007
659422,entregate,bronco,0
690986,jout sections,the focus group,2004
191074,wipeout,fat boys / the beach boys,0
656571,diariesdiaries,the forced oscillations,0
492584,illusive consensus,epica,0
369391,mercy_ mercy_ mercy,bob baldwin,1990
464867,dein ist mein ganzes herz,jan wayne,2002
542743,overlove,dio,1987
258887,i'm a guitar king,tommy mcclennan,0
369312,lonely circus,joe brown / the bruvvers,0
432972,homage to thomas campion,mannheim steamroller,0
748102,shimi shake (radio edit),bombay rockers feat. mathias,0
330292,mean old man,vitamin string quartet,0
457840,it's you girl,universal love,0
269889,a love like this,jimpster,0
80254,when will i ever learn to live in god,van morrison,1989
449550,better than prince (alavi rerox),flairs,0
176001,honesty at the door,rosemary's sons,2005
14443,crashing down,the nolans,1982
404641,can't stop the girl (lp version),linda thompson,0
182515,rock bottom,dj rashad,0
691101,suona chittara,angelo dei teppisti dei sogni,0
726858,whoa sister,chow nasty,2006
739520,you drive_ i'll ride,ffh,0
5049,it's not like,sharon van etten,2009
629708,all you gotta do (vocal mix),scheme,0
360102,stars of leo,m ward,2009
319767,shake 'em on down,r.l. burnside,1994
51064,aria,musica antiqua köln / reinhard goebel / henk bouman,0
327381,i'm outta here,mitchy slick,0
476153,deal or no deal,mark broom,0
751914,coqueta,orquesta sonara la habana,0
898508,uma casa de caboclo,nestor da viola,0
548975,ho bisogno d'amore,paolo meneguzzi,2008
615690,reno,isan,1999
925814,khaira,corey harris,0
237004,til elverhøy,helene bøksle,2006
606636,the order,roots of rebellion,2004
255341,apocrypha,kimito lopez,0
401000,sunrise,dave spoon,0
856718,flower girl,clif magness,1994
475950,means to the end,jel,0
55789,kethun labhye aehojeya,noor jehan,0
26695,vira dos malmequeres,tonicha,0
813324,the dream is alive,stargarden,2004
277737,where you belong,megafaun,2008
340671,i'll be the one,phil vassar,0
100368,you are!,christian quast,0
452168,healing waters,mr. mister,1987
551069,visual arts,riou,1997
385426,never in a million years,cara dillon,2006
752442,all i want to see,indigenous,0
352365,11:47,slow gherkin,2002
705721,amor ciego - original,eddie palmieri and friends,0
102178,round about midnight,ray barretto,1973
741438,scheunen_ schuppen_ schlachthöfe,hanns dieter hüsch,0
102264,school of hard knocks,black n blue,0
287275,in my life,ozzy osbourne,2005
951219,lizard,eardrum,1999
31007,mdantsane (mud coloured dusty blood),johnny clegg & juluka,0
178468,la gioconda (1997 digital remaster)_ act 2: maledizion! ha preso il vol!,maria callas/pier miranda ferraro/piero cappuccilli/orchestra del teatro alla scala_ milano/antonino votto,0
828751,choose your death (beyond demo),atheist,1989
709712,ojo por ojo,isabel pantoja,2002
708713,addicted [acoustic] [live in nyc],simple plan,0
792783,hapworth,contender,0
362692,introduction / swingin' on c (fiesta danceteria 42nd street times square june 1940),jimmie lunceford,0
764731,bring the party to life (album),group 1 crew,0
832971,prosperity blues,keb' mo',2004
853801,year of the rats,satan's rats,0
551791,otsegolectric (album version),static-x,0
487371,what is love >reloaded<,haddaway,0
477756,made,greg weeks,2001
115140,a crack in the sky,marr,2004
409816,pimpa's paradise,damian marley / stephen marley / black thought,2004
558953,love like this (album version),carlene carter,0
563268,angelico,bill douglas,1990
668851,the end of a love affair (album version),chaka khan,0
678500,there he goes,sammi smith,1970
38204,so in love,renee rosnes,0
846465,love iyah,rita marley,1993
607778,heaven,club 8,2007
479198,sand,the king sisters,0
202841,heaven,paul jackson_ jr.,1993
278806,i smell like death (son of a bastard),carnal forge,2000
536977,tomorrow police,valient thorr,2008
507806,my man,regina belle,1993
884091,johnny johnny jerusalem,acid mothers temple & the melting paraiso ufo,0
273566,cherry red  (lp version),esther phillips,0
672194,voce errou mais do que eu / carinho safado,beto barbosa,0
782449,balek (2006 digital remaster),marc moulin,0
818251,came to get down feat. gritty,loon,2006
409541,quiet nights (corcovado),peggy lee,0
886659,delicatessen,gatto ciliegia contro il grande freddo,2000
4133,west end blues,jelly roll morton's new orleans jazzmen,1992
97872,harakat,kotiteollisuus,1998
623110,night run to freedom,doug macleod,0
937619,all day_ all night (live_ mixed in 5.1 surround),carmen lundy,0
567863,vendetta,vendetta,0
713020,the safety dance,lack of limits,0
459663,allegro,georg friedrich händel,1996
42425,april 19th,stuck mojo,2000
296639,el aventurero,mariachi veracruz,0
327669,zonder pornosnor,'t hof van commerce,0
28149,sneakernight,vanessa hudgens,2008
235452,strange desires,peter richard,0
634953,alone together,stefano bollani,2006
463596,shut up_ be happy (album version),ice t,0
287064,sinua päin,kaija koo,1997
582559,gli uomini e le donne sono uguali (live),cesare cremonini,2006
35994,un sospiro,jorge bolet,0
29627,the prophecy,space monkey,0
849555,african queen,allez allez,1998
858731,happy to be sad (live),bracket,2002
69942,viva viva l'olio d'oliva,renato figoli,0
110976,otsego undead (album version),static-x,2001
186035,language of the future,1200 mics,2003
382569,yardbird suite (live),chet baker,0
811616,it's not the drug,tim vanhamel,2008
428257,run and hide (lp version),blackfoot,0
175031,spalam to!,wlodi,0
607409,jeg ville love dig alt,rocazino,0
134237,all what you want,rocking son,0
715987,blues traveler,wesley willis,1995
757641,so far away,amici forever,2005
554177,no dudes de mi color,josé cepero,0
523887,2 + 2 = 5,fourplay string quartet,2006
600678,snip & lick,funki porcini,1996
224804,marked by darkness,hatesphere,2005
234690,murky (you know),illum sphere,2009
918161,procession,45 grave,1983
910545,de noche sonare,line renaud,0
482943,left right left,freak nasty presents various artist,0
359772,do ya,peaches,0
860621,casbah,dynamo productions,2004
201252,let there be love,peggy lee,2002
171179,spirit of ka (club mix),aly & fila,0
694055,moving on,the blockheads,2004
766445,soy una bomba,los vegetales,1996
181332,the right woman (live),alonzo bodden,0
171705,the angels' share,grand champeen,0
902176,city baby attacked by rats,gbh,1982
751779,hold my hand,don cornell,2005
400206,medicine man - the trees,jerry goldsmith,0
60182,quelli che benpensano,frankie hi-nrg mc,2005
494713,you just can't have it all,fun lovin' criminals,2003
311287,try  (lp version),billy pilgrim,1994
418318,see no evil,moss,2007
882062,red blue purple,marco v,2005
789687,relax,deetah,1998
635976,grandz,john robinson,0
544308,öppna städer,lustans lakejer,1981
472537,god don't need no matches,rev. james moore,0
556878,gang bang,boogie pimps,2008
634779,coach me (again and again version with in flagranti),black devil disco club with in flagranti,0
664895,ojalá pudiera,navajita platea,0
446539,hai iu iu,loredana,2001
608361,olhos de escudo,isabella taviani,2003
372186,ghetto_ bedo_ popo (feat.dylem_dymen_grödash_aphazy_daf),sinik & reeno,0
406377,contagious,a static lullaby,2006
930064,everyday i have the blues,john mayer,0
892482,som en stjerne,anne linnet,2001
891431,the great journey,alfred newman,0
522461,are you teasing me,carl smith,1990
414115,conclusion,kid andersen,0
803348,movement blues,jihad muhammad,2005
686282,noel! noel!,eve 6,2001
679765,dodo,christian death featuring rozz williams,1993
883938,tugger,hardfloor,0
232187,sear me mcmxc111,my dying bride,0
838486,we're gonna make it,taj mahal,1996
516720,reality check,the genitorturers,1993
191516,mashed potato light,marshmallow coast,1999
828140,what would you have me do,david ford,2005
817957,beel,teenage bad girl,2007
733117,fireworks,cristina donà,2000
563683,heaven knows,homelife,2004
375139,get busy (disfunktion remix),kid massive,0
953011,all that glitters,death in vegas;steven hellier;seamus beaghen,1997
231831,ese momento,daniela romo,0
344747,world peace,fanton mojah,0
257040,pet smart (album version),larry the cable guy,0
925440,(words flew) right around the world,chumbawamba,2008
423339,i hear voices,arid,2008
141958,i love,hubert sumlin,0
796161,musical mayday,howie b.,2001
34705,fuego de noche_ nieve de día,ricky martin,2001
317799,der wherewolf breath,holy molar,0
119894,heja! heja!,psi vojaci,1999
870957,pobitch,afroman,2008
896868,tipsy,50 cent,0
135232,ano electro (andante),the sabres of paradise,1993
919101,puttin' on the ritz - radio edit,taco,1991
98499,safe (canon song) (lp version),chris squire,1975
606366,losing proposition,tin armor,0
936926,follow the leader,hot banditoz,2004
914307,the crown and the ring (lament of the kings) (lp version),manowar,1988
467356,deal with him (non album single side version),archie bell and the drells,1969
376388,ball of confusion (that's what the world is today),the undisputed truth,2007
378546,if,michael crawford,0
370925,quiet village (lp version),danny gatton,1991
787070,no time spent,kingdom,0
900705,shes like the swallow,cara dillon,2001
175748,hi-num,num num,1999
172495,if i work my thing on you,ann sexton,1993
388598,takin' time,layaway plan,0
886996,unsung,vanessa carlton,2002
295412,the no 1 song in heaven,sparks,0
884901,clown strike,elvis costello,1994
523338,el garbanzo,herb alpert and the tijuana brass,1965
357468,sometimes i'm right,hubert sumlin,0
713617,a fundação.,sam the kid,0
434570,it's lucky we met,janet paschal,0
179907,indian dance,luiz bonfa,0
885872,i've got no time to waste,ojm,2003
46801,blooze,junkyard,1989
138373,la mancha de la mora,josé mercé,1998
626585,pneuma_ part one,michael white,0
539465,attention to my baby,shalamar,1980
100762,mereguo,síntesis,0
370982,unconventional wisdom,vivian khor,0
375653,untitled,der blutharsch,2003
746795,submit to me,turn pale,2003
775305,who crosses state lines without a shirt?,none more black,2006
280280,dreamer (album),tiny vipers,2009
377935,un hada_ un cisne,sui generis,0
727295,boot on the seat,the donkeys,0
625582,some like it hot (12'' mix),the power station,0
637467,high tide of love,trance dance,0
186332,honky tonkin,ace cannon,0
636508,boa sorte,irreversíveis,0
327139,void echos,andrew fields,0
191628,the king of kings,the golden gate quartet,1994
753696,way down in arakansas,hambone willie newbern,0
579371,nann (bass mix),dj godfather,0
496072,mahy,aeroc,2004
944400,you suck,strapping young lad,2006
742943,police in dub,da grynch,0
821716,interview,oomph!,2008
139428,doctor my eyes,jackson 5,1972
