_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
279296,387381,911176,orinoco flow,2005.0,celtic woman+órla fallon+lisa kelly  ),orinoco flow,2005,celtic woman
280101,473809,39439,pick up the tempo,1980.0,willie nelson,pick up the tempo,1980,willie nelson
280260,338265,246408,acontece que eu sou baiano,1944.0,dorival caymmi,acontece que eu sou baiano,0,dorival caymmi
280545,125997,716092,forest of the pines,2012.0,wes jeans,victim of the game,2000,wes jeans
280939,484602,512365,my life,2008.0,ayreon the don,my life,0,the regime
280943,719770,512365,dogs life,1997.0,the eels,my life,0,the regime
282484,568718,581626,flying turkey trot,2012.0,gary richrath+reo speedwagon,flying turkey trot,1976,reo speedwagon
282557,99786,645352,all right now,1978.0,free,all right now,0,free
282563,726770,645352,all right now,2003.0,andy fraser+paul rodgers+free,all right now,0,free
282566,597061,645352,right now,1956.0,alan freed+his rock n roll band  with big al sears,all right now,0,free
283701,345497,838417,munks on a mission,2000.0,the chipmunks,fixed on a pattern,0,the pale
283824,101707,660783,the vaults of heaven,1971.0,andrew lloyd webber+michael ball   with the london community gospel choir,the likes of us,0,andrew lloyd webber
286758,211197,941929,make me your baby,1964.0,helen miller+roger atkins+barbara lewis,make me your baby,1990,barbara lewis
287318,477801,103330,fire,2013.0,kasabian,fire,2009,kasabian
287416,211871,237372,lovey  dovey,1955.0,the clovers,lovey dovey,0,the clovers
287835,657217,130078,i need a man to love,2003.0,janis joplin+sam andrew+big brother+the holding company+arrangement with sony music licensing,i need a man to love,1991,janis joplin
291553,651309,803081,daniel,2010.0,bat for lashes,daniel (cenzo townshend radio edit),2009,bat for lashes
291597,54432,856734,la balada de bonnie y clyde,2001.0,los catinos,la maquina de escribir,1996,los planetas
291841,705230,614490,solamente una vez,1998.0,agustín lara,solamente una vez,0,agustin lara
291870,120982,286380,how i feel,2004.0,alexz johnson,how i feel,2006,alexz johnson
293374,380592,310134,top of the world,2005.0,the all-american rejects,top of the world,2005,the all-american rejects
293507,721382,310134,house of the rising sun,2015.0,the animals,top of the world,2005,the all-american rejects
294387,359511,597589,stand alone,2012.0,bob marley,stand alone,1999,bob marley
296204,630642,29905,in the shadows,2004.0,the rasmus,red saisl in the sunset,0,the platters
296330,703022,29905,back in the day punk,2011.0,the secretions,red saisl in the sunset,0,the platters
296358,219293,29905,a day in the life,2011.0,the beatles,red saisl in the sunset,0,the platters
297306,508732,20884,historia de un amor,2010.0,carlos eleta almaran+luz casal,historia de un amor,2009,luz casal
301193,444263,534503,when your lover has gone,1966.0,e.a. swan+frank sinatra,lover,1950,frank sinatra
303028,659644,400170,the church is in mourning,2003.0,shirley caesar,dabbling in the dew,2002,shirley collins
303101,567362,602442,love and mercy,2002.0,brian wilson+eugene e. landy,love and mercy,1988,brian wilson
304556,722785,448492,the stroke,2000.0,billy squier,the stroke (live) (24-bit digitally remastered 05),2005,billy squier
311662,554789,57793,a succession of white days,2006.0,bedroom walls,succession of white days,2006,bedroom walls
315011,561268,97625,hey there lonely girl,2005.0,eddie holman+earl s. schuman,hey there lonely girl,1986,eddie holman
315881,373064,211336,polska,2007.0,mat ranson+fisk industries,polska,2006,fisk industries
316030,167211,542963,angels,2003.0,norah jones+wax poetic,angels (radio edit),2004,wax poetic feat. norah jones
317022,732364,16202,you treat me like a monster,1991.0,the killtoys,swing like a baby,1988,the wolfgang press
317048,682399,16202,a girl like you,2002.0,the wolfgang press+michael derek allen+mark cox+andrew keith gray+arrangement with warner special products,swing like a baby,1988,the wolfgang press
320235,725055,115142,let me be nice to you,1986.0,music+lyrics: david mchugh,trying to get to you,2003,david scott
322107,527617,196717,rocket reducer no. 62 (rama lama fa fa fa),1999.0,mc5+wayne kramer+fred sonic smith+michael davis+dennis thompson  ),rocket reducer no. 62 (rama lama fa fa fa) (lp version),0,mc5
324131,484821,537447,i dont want to be chicken,2009.0,don poole,don't want to be late,0,don francisco
324298,25009,801017,like a child again,1993.0,mission uk,like a child again,1992,the mission
324353,732364,801017,you treat me like a monster,1991.0,the killtoys,like a child again,1992,the mission
324814,185145,241861,love is a matter of distance,2001.0,tim christensen+will young,light of love,1998,tim bowman
326072,357788,900465,big takeover,2006.0,bad brains,big takeover,1982,bad brains
328506,228652,623116,almost lover,2011.0,a fine frenzy,almost lover (album version),2008,a fine frenzy
328727,352203,702358,mysteries,2007.0,beth gibbons+paul webb+rustin man,mysteries,2002,beth gibbons / rustin man
331872,134768,530791,the city,2009.0,the dismemberment plan,hard in the city,0,the creatures
332088,630642,530791,in the shadows,2004.0,the rasmus,hard in the city,0,the creatures
332156,703022,530791,back in the day punk,2011.0,the secretions,hard in the city,0,the creatures
332197,219293,530791,a day in the life,2011.0,the beatles,hard in the city,0,the creatures
337047,724508,379610,its love,1991.0,george s. clinton,minutes of love,0,george kranz
337472,634402,726730,the things we do for love,1979.0,graham gouldman+eric stewart+10cc,the things we do for love,1976,10cc
338873,519840,723351,tender branch,2011.0,tift merritt,tender branch,2008,tift merritt
339459,730185,723669,music,2006.0,john williams,los angeles rap music,0,pigeon john
339477,727868,723669,los angeles,1986.0,john doe+exene cervenka+x.,los angeles rap music,0,pigeon john
339819,573181,348945,time and tide,2011.0,paul williams,time,0,paul williams
339874,217890,348945,long time,2005.0,shakira+pharrell williams,time,0,paul williams
339893,457900,348945,armagideon time,2004.0,willi williams,time,0,paul williams
343937,309770,182365,fine is fine,2009.0,peasant,fine is fine,2009,peasant
345868,422626,352128,dark end of the street,2006.0,chips moman+dan penn+james carr,the dark end of the street,1966,james carr
347253,668148,173750,café del mar (michael woods remix),2006.0,paul schmitz-moormann+energy 52,café del mar,1997,energy 52
347381,634381,307178,umbrella,2010.0,rihanna,umbrella,2007,rihanna feat. jay-z
350512,492870,495299,techno d-day,2007.0,joe strummer+the mescaleros,techno d-day,0,joe strummer and the mescaleros
351092,723869,399814,you belong to me,2007.0,carly simon+michael mcdonald+anita baker+arrangement with warner strategic marketing,you belong to me,1978,carly simon
352294,234148,203158,verbo carne,1999.0,gustavo cerati,verbo carne,1999,gustavo cerati
352987,340334,351816,dark side,2012.0,the shadows of knight,dark side (lp version),0,the shadows of knight
355087,684879,879100,sweet baby on my mind,2009.0,jim owen,what's on my mind,0,jim lauderdale
355270,407109,123864,no estamos lokos (kalikeño),1995.0,antonio carmona+josé miguel carmona+juan carmona+ketama,no estamos lokos (kalikeno),0,ketama
357163,721143,556882,never be me,1969.0,the pretty things,deliver me,1996,the beloved
357240,449319,556882,love me,2010.0,the cramps,deliver me,1996,the beloved
357248,485820,556882,guys like me,2007.0,the chicharones,deliver me,1996,the beloved
357294,721442,960613,symphony no. 5 in c minor,2009.0,ludwig van beethoven+royal philharmonic orchestra,symphony no. 6 in c major_ d589: second movement: andante,0,sir thomas beecham/royal philharmonic orchestra
362254,458237,287417,headlines,2006.0,neon blonde+arrangement with warner music group film+tv licensing,headlines,2005,neon blonde
362598,647537,957079,stand my ground,2014.0,john oregan+diamond rings,stand out,0,daddy rings
362887,357898,298920,rock and roll fantasy,2014.0,paul rodgers+bad company,rock n' roll fantasy,2009,bad company
365449,347528,755851,the art of losing,2003.0,stacy jones+american hi-fi,the art of losing,2003,american hi-fi
366471,528947,89872,youre ever so inviting,2006.0,underoath,you're ever so inviting,2006,underoath
368330,192664,191074,wipeout,2010.0,the fat boys+the beach boys,wipeout,0,fat boys / the beach boys
368441,359676,492584,illusive consensus,2004.0,mark jansen+ad sluijter+coen janssen  simone simons+epica,illusive consensus,0,epica
368871,599595,369312,only the lonely,1988.0,roy orbison  / joe melson,lonely circus,0,joe brown / the bruvvers
370255,685992,14443,shoot you down,1991.0,the stone roses,crashing down,1982,the nolans
376251,602331,487371,what is love,2013.0,haddaway,what is love >reloaded<,0,haddaway
376412,316666,477756,made,2005.0,greg weeks,made,2001,greg weeks
380604,600616,459663,suite aus der wasser musik  allegro,1995.0,georg friedrich hndel+sdvest sinfonieorchester,allegro,1996,georg friedrich händel
380756,313339,28149,sneakernight,2005.0,vanessa hudgens,sneakernight,2008,vanessa hudgens
383873,344118,359772,do ya,2006.0,peaches,do ya,0,peaches
384598,730810,694055,time is moving on,1991.0,the blackbyrds,moving on,2004,the blockheads
385676,635859,751779,hold my hand,1954.0,richard myers+don cornell,hold my hand,2005,don cornell
385989,714731,60182,quelli che benpensano,2012.0,frankie hi-nrg mc,quelli che benpensano,2005,frankie hi-nrg mc
387672,50932,522461,you are the one,1957.0,carl smith,are you teasing me,1990,carl smith
390249,88824,34705,fuego de noche  nieve de día,1963.0,ricky martin,fuego de noche_ nieve de día,2001,ricky martin
392665,342202,295412,the number one song in heaven,2013.0,ron mael+russell mael+giorgio moroder+sparks,the no 1 song in heaven,0,sparks
394539,691024,727295,the wheels on the bus,2009.0,the white stripes,boot on the seat,0,the donkeys
396611,647678,139428,doctor my eyes,2002.0,jackson browne+ben folds,doctor my eyes,1972,jackson 5
396908,279725,103063,the mighty sword,1992.0,joey calderazzo+the branford marsalis quartet,the mass,2003,era
397073,727744,103063,the quiet before,2007.0,f. choung+s. robledo-maderazo+m. solberg+from monument to masses,the mass,2003,era
397346,719528,103063,the river,2008.0,balewa muhammad+frank oliphant+arama brown+noel gourdin+gerald raeford+millie jackson+arrangement with sony bmg music entertainment,the mass,2003,era
397440,391269,103063,enter the circus,2008.0,christina aguilera+linda perry,the mass,2003,era
397909,556126,758384,im waiting for the man,1995.0,lou reed+the velvet underground,i'm waiting for the man,1967,the velvet underground / nico
402112,628327,731853,remus,2002.0,jerry goldsmith,remus,2002,jerry goldsmith
402655,691083,31849,heart to hang onto,2000.0,the who+pete townshend,heart to hang onto,1999,pete townshend
402772,601877,938536,evil woman,2002.0,electric light orchestra,evil woman,1975,electric light orchestra
402780,428399,938536,sweet talkin woman,1978.0,jeff lynne+electric light orchestra,evil woman,1975,electric light orchestra
402874,123269,611218,i know a chicken,2005.0,laurie berkner,i know a chicken,0,laurie berkner
403117,616600,262725,chloe dancer/crown of thorns,1992.0,andrew wood+stone gossard+jeff ament+greg gilmore+bruce fairweather+mother love bone,chloe dancer/crown of thorns (album version),0,mother love bone
403683,213180,425426,all apologies (mtv unplugged version),2001.0,nirvana,all apologies,0,nirvana
403897,393456,401075,horizonte,2008.0,tito+claudia leitte,horizonte,2008,cláudia leitte
406082,341740,859668,vidas cruzadas,2006.0,quique gonzález+iván ferreiro,vidas cruzadas (ivan ferreiro),2006,quique gonzalez
406426,174572,678691,love and affection (album version),1981.0,joan armatrading,kiss and say goodbye (album version),0,joan osborne
408397,426811,406580,harder  better  faster  stronger,2015.0,daft punk,harder better faster stronger ( pete hellers stylus),0,daft punk
408411,392140,325953,deixa isso prá lá,2007.0,jair rodrigues+claudia leitte,deixa isso pra lá,0,jair rodrigues & cláudia leitte
409030,356283,815234,ride the sky,2006.0,lightning bolt,ride the sky,2001,lightning bolt
412518,710642,44578,the beginning... at last,2005.0,zakk wylde  s black label society,the beginning... at last,1998,black label society
413163,518001,380578,rock n roll fantasy,2008.0,stephen mcbean+pink mountaintops,rock 'n' roll fantasy,0,pink mountaintops
416208,701101,200056,la varsovienne,1974.0,les choeurs de larmée soviétique,la marche russe,0,les choeurs de l'armée rouge (alexandrov)
416441,152847,273052,here it is  take it!,1984.0,that petrol emotion,here it is take it,1988,that petrol emotion
417362,269895,38200,like this,1999.0,mack 10+nate dogg,like this (radio version) (feat. nate dogg),0,mack 10 featuring nate dogg
417736,239917,353640,el más duro,1987.0,daddy yankee,el celular,2007,daddy yankee
419095,396424,920749,waltz for debby,1996.0,bill evans,waltz for debby,1961,bill evans trio
422326,363224,544614,second round k.o.,2004.0,canibus,second round k.o.,1998,canibus
423795,368454,819232,bird on a wire,1990.0,leonard cohen+the neville brothers,bird on a wire,1990,neville brothers
423997,301223,887924,one day ill fly away,1964.0,randy crawford,one day i'll fly away,1980,randy crawford
424281,588467,548955,do i worry,1980.0,bobby worth+stanley cowan+the ink spots,do i worry,0,ink spots
425794,675219,275785,bicycle race,2014.0,queen,bicycle race (2008 digital remaster),0,queen
431207,285951,586218,umbrella,2004.0,jls,umbrella,2009,jls
431405,458351,467039,samson & delilah,1981.0,grateful dead,samson & delilah,0,grateful dead tribute
431445,146820,833524,lloyd  im ready to be heartbroken,2011.0,camera obscura,lloyd_ i'm ready to be heartbroken,0,camera obscura
432628,722497,494820,i flew far from water,1993.0,the horseflies,far from ordinary,0,the mabels
433452,235098,702455,werewolves of london,2014.0,warren zevon,werewolves of london (2007 remastered lp version),1978,warren zevon
438136,715259,540280,moonlight serenade,1976.0,glenn miller,the cowboy serenade,0,glenn miller & his orchestra
441961,553263,798337,rehab,2012.0,amy winehouse,rehab,2006,amy winehouse
444286,637809,531155,saturday superhouse,2013.0,biffy clyro,saturday superhouse [acoustic version],2007,biffy clyro
444561,273634,779041,apache,2014.0,jerry lorden+the roots  with the sugarhill gang,apache,1981,the sugarhill gang
444688,636446,367440,querida angola,1998.0,waldemar bastos+performed waldemar bastos+special arrangement with warner special products,querida angola,1998,waldemar bastos
445651,616681,464963,fascinated,2004.0,company b,fascinated (speedo mix),0,company b
446081,668306,373759,you cant go back to kansas,1982.0,john stewart,you and me go way back,0,john sebastian
446090,727875,373759,come back to me,1986.0,john doe+exene cervenka+x.,you and me go way back,0,john sebastian
446855,450243,482090,got my mind set on you,2001.0,rudy clark+george harrison,got my mind set on you (live) (2004 digital remaster),0,george harrison
449110,716535,921035,let me love you tonight,2004.0,green+wilson+woodard+pure prairie league,let the country feed you,1983,anti-nowhere league
450106,180835,495389,my manne shelly,1958.0,henry mancini,my manne shelly,1959,henry mancini & his orchestra
451553,423592,41645,so close,1971.0,jake holmes,so close,0,jake holmes
452120,462732,348782,snake drive,1997.0,r.l. burnside+kenny brown+tav falco+his panther burns,snake drive,1996,r.l. burnside
452892,725055,812424,let me be nice to you,1986.0,music+lyrics: david mchugh,let me wrap you in my love,0,david hudson
453357,44536,830815,tell me why,1998.0,paul van dyk,tell me why (the riddle) (club mix dub) (feat. saint etienne),0,paul van dyk featuring saint etienne
456046,721382,840769,house of the rising sun,2015.0,the animals,house of jealous lovers,2000,the rapture
456467,523864,156294,baby-baby-baby,1995.0,l.a. reid+kenneth babyface edmonds+daryl simmons+tlc,baby-baby-baby,1992,tlc
457105,711065,692723,aint no love in the heart of the city,1997.0,michael price+dan walsh,the desert of my heart,0,michael whalen
457248,365572,692723,the greatest love of all,1997.0,michael masser+bette midler,the desert of my heart,0,michael whalen
457334,720745,692723,the meaning of love,2000.0,michael mcdonald+jim photoglo,the desert of my heart,0,michael whalen
458453,60943,261867,emergency on planet earth,1997.0,jamiroquai,emergency on planet earth,1993,jamiroquai
458464,679074,402894,string quartet no.1: andante cantabile,1968.0,pyotr ilyich tchaikovsky,string quartet in d : andante cantabile,0,pyotr il'yich tchaikovsky
459447,719396,259489,last christmas,2015.0,the bosshoss,rockin' this christmas,1995,the tractors
461875,202757,174797,fancy pants,1975.0,floyd cramer+al hirt,fancy pants,1997,al hirt
462851,30118,890241,spend my life with you,1990.0,eric benét+tamia,spend my life with you (album version),1999,eric benet
464131,710293,651525,the devil went down to georgia,1980.0,charlie daniels+tom crain+taz di gregorio+fred edwards+the charlie daniels band,the devil went down to georgia,1979,the charlie daniels band
464132,91824,651525,the devil went down to georgia,1999.0,tom crain+charlie daniels+taz di gregorio+fred edwards+the charlie daniels band,the devil went down to georgia,1979,the charlie daniels band
464484,94481,569012,god takes good care of me,1997.0,george slaughter+jake hess,god takes good care of me (tribute to jake hess album version),0,jake hess
466405,345178,8675,caribou lou,2006.0,aaron d. yates+tech n9ne,caribou lou,2006,tech n9ne
466643,670292,729663,temptation rag,1996.0,henry lodge+p.h. phactor jug band,the donald rag,0,devine's jug band
467522,724308,180611,do you feel my love,2011.0,eddy grant,say i love you,1979,eddy grant
467884,673610,890139,in the midnight hour,1985.0,wilson pickett+steve cropper,in the midnight hour,1971,steve cropper
467930,589884,890139,in the name of love,1986.0,steve dorff+phil brown,in the midnight hour,1971,steve cropper
467938,725547,890139,in memory of the four winds,2010.0,steve peters,in the midnight hour,1971,steve cropper
468190,629335,890139,diamond in the rough,2004.0,steve lane+joel wachbrit,in the midnight hour,1971,steve cropper
469612,615555,513768,sensemaya,2005.0,silvestre revueltas+arrangement with sony bmg music licensing,sensemaya,2005,silvestre revueltas
470182,281816,361670,love sick mistake,2009.0,erin mccarley,lovesick mistake,2009,erin mccarley
470577,351563,69323,regular john,2003.0,;queens of the stone age,regular john,1998,queens of the stone age
470789,300539,849700,here comes the summer,1964.0,john oneill+the undertones,here comes the summer,1979,the undertones
471527,726497,662120,surrender to me (desert remix),2003.0,randolph scott,talk to me,2004,jill scott
471725,543791,934411,carnt be trusted,1997.0,adam devlin+eds chesters+mark morriss+scott morriss+the bluetones,carnt be trusted,1996,the bluetones
471763,617544,652440,debaser,2010.0,pixies,debaser (live),1991,pixies
473454,579846,909612,bird dog,1965.0,boudleaux bryant+the everly brothers,bird dog,0,everly brothers
473623,608209,105286,the hampster dance song,2001.0,roger miller+rob deboer+tony grace+hampton the hampster,the official hampster dance song,0,hampton the hampster
475671,734428,819283,back to fantasy,2013.0,the bandaloop,back to you,2005,the pale pacific
475749,585061,819283,dont want you back,2016.0,the joykiller,back to you,2005,the pale pacific
476276,347954,736901,cherry lips (go baby go!),2003.0,garbage,cherry lips (go baby go!) [roger sanchez remix],2007,garbage
477659,141253,611927,parallel lines,2014.0,junior boys,parallel lines,2009,junior boys
478441,217646,107644,after tonight,2005.0,justin nozuka,after tonight,2007,justin nozuka
478835,258794,649093,sail into the sun,2003.0,the funky lowlives,sail into the sun,0,funky lowlives
479884,526066,122429,take me to a higher plane,2014.0,kate nash,take me to a higher plane,2010,kate nash
480373,188224,706008,the thanks i get,2007.0,jeff tweedy+wilco,the thanks i get,2007,wilco
481976,107124,748461,every day is exactly the same,2010.0,nine inch nails,every day is exactly the same,2005,nine inch nails
482770,244558,7404,past mistake,2013.0,tricky,past mistake,2008,tricky
485691,712581,30472,in the city,2010.0,accu,in the city,2005,accu
489635,573688,561050,just right,2002.0,beats of bourbon,just right,1991,beasts of bourbon
490686,489088,165034,hot in the city,1998.0,billy idol,hot in the city,1982,billy idol
491445,287584,314807,when a man loves a woman,2004.0,calvin lewis+andrew wright+andy abraham,when a man loves a woman,2006,andy abraham
493803,407259,731437,se felíz con el  per mi no hay pez,2001.0,diego herrera,no se que hacer con ella,0,pablo herrera
494683,542290,614972,low,2003.0,kelly clarkson,low,2003,kelly clarkson
494861,532245,205089,once i loved,1999.0,antonio carlos jobim+vinicius de moraes+ray gilbert+astrud gilberto,once i loved (album version),0,astrud gilberto
496085,173142,440384,no good,2003.0,kate voegele,no good,2007,kate voegele
496167,104956,440384,no ordinary girl,2006.0,kate alexa+shelley rosenberg,no good,2007,kate voegele
496501,700074,227949,money in my pocket,2014.0,joe gibbs+dennis brown,in my dreams,0,joe zangie
498495,220296,681406,sweet sensation,1971.0,james mtume+reggie lucas+stephanie mills,sweet sensation,1980,stephanie mills
498598,402073,397239,when i grow up,1935.0,ray henderson+shirley temple,when i grow up,2009,fever ray
500601,638061,90942,lets get it on,2015.0,marvin gaye,let's get it on,1973,marvin gaye
503815,725701,814353,i cant turn you loose,1989.0,otis redding,can't turn you loose [live europe version],1967,otis redding
506536,260367,203518,white christmas,1948.0,irving berlin+perry como,white christmas,1954,perry como
506658,466647,500640,my number one,2006.0,helena paparizou,my number one,2005,helena paparizou
507323,152911,841579,forever tonight,1984.0,jan hammer,forever tonight,1987,jan hammer
507742,428399,618332,sweet talkin woman,1978.0,jeff lynne+electric light orchestra,sweet talking woman,1990,electric light orchestra
507784,601877,618332,evil woman,2002.0,electric light orchestra,sweet talking woman,1990,electric light orchestra
508806,312462,785352,red,2013.0,nanuchka,red,2006,nanuchka
508987,220432,315140,eyes without a face,2003.0,billy idol+steve stevens,eyes without a face (1999 digital remaster),2008,billy idol
509462,78254,711136,now that we found love,1985.0,third world,now that we've found love,1979,third world
511311,650840,168242,neighborhood villains,1996.0,the doughboys,villains,2006,the pistolas
512694,620317,285022,dont drag me down,1997.0,social distortion,don't drag me down (album),1998,social distortion
512776,590536,822652,tis but a little faded flower,1942.0,john rogers thomas,a flower (1950),0,john cage
513858,430373,884154,fools corner,2001.0,saybia,fools corner,2002,saybia
514449,418583,138046,truck drivin son of a gun,1988.0,d. deen+r. king+dave dudley,truck drivin' son of a gun,1965,dave dudley
515402,721914,173787,string quartet in f major  op. 59  no. 1 (razumovsky),2004.0,ludwig van beethoven+the budapest string quartet+arrangement with sony music licensing,string quartet in e major_ op. 76-vi: i. allegretto-allegro,0,budapest string quartet
515408,670930,173787,string quartet no. 8 in c minor  op. 110; 4. largo,2015.0,dmitri shostakovich+emerson string quartet,string quartet in e major_ op. 76-vi: i. allegretto-allegro,0,budapest string quartet
517221,672499,658078,i couldnt live without your love,2015.0,petula clark,i love a violin,1959,petula clark
521356,101010,918342,not exactly,2007.0,deadmau5,not exactly,2007,deadmau5
522618,581030,124977,the somnambulist waltz,2014.0,jill tracy,the somnambulist waltz,2008,jill tracy
522934,267577,63806,short shorts,1989.0,bob gaudio+bill cranston+thomas austin+bill dalton+the royal teens,short shorts,1986,the royal teens
524290,428409,180963,fall,2014.0,the psychedelic furs,falling makes you blue ft. bell,0,the bloodsugars
527508,629626,950307,aqueous transmission,2005.0,brandon boyd+michael einziger+alex katunich+incubus+arrangement with sony bmg music entertainment,aqueous transmission,2001,incubus
527647,386470,73289,where do the children play,2004.0,,do the knowledge,2000,konceptual dominance
533424,69213,853650,(you make me feel like) a natural woman,2002.0,gerry goffin+carole king+jerry wexler+lisa bund,(you make me feel like) a natural woman,2007,lisa bund
535026,672364,484990,ace 100,1997.0,outrageous cherry+metthew smith+susanna mroz+chad gilchrist+larry ray,ace 100,1994,outrageous cherry
535208,68529,659584,i love lucy,1986.0,eliot daniel,love wheel,1990,daniel johnston
535481,729512,201579,la malagueña,1959.0,pedro galindo+antonio aguilar,la noria,0,pedro ojesto
535547,597319,800284,dancing in the dark,1981.0,pekka pohjola+pekka pohjola group,dancing in the dark,1979,pekka pohjola
536194,23233,18266,handful of keys,1994.0,fats waller,a handful of keys,2003,fats waller
538270,505569,476923,sarà perchè ti amo,1985.0,ricchi e poveri+dario farina+enzo ghinazzi+duranice pace,sarà perchè ti amo (radio edit),0,ricchi e poveri
538271,709551,476923,sará perché ti amo,2009.0,farina / ghinazzi / pace+i ricchi e poveri,sarà perchè ti amo (radio edit),0,ricchi e poveri
539391,419084,604952,io per amore,1973.0,pino donaggio,io per amore (2004 digital remaster),0,pino donaggio
539838,473869,944719,hitlers still a nazi,2014.0,biscoe/latter+performed by the epileptics,hitler's still a nazi,2003,the epileptics
540098,44699,852325,misty,1982.0,johnny burke+erroll garner+johnny mathis,misty,0,johnny mathis
543256,727819,106692,burning house of love,1985.0,john doe+exene cervenka+x.,pride in the name of love,0,john legend
543289,690175,106692,in pride of may,1962.0,john jeffreys,pride in the name of love,0,john legend
545831,654653,290293,golgotha tenement blues,1994.0,scott benzel+mike fisher+stuart kupers+machines of loving grace,golgotha tenement blues (lp version),0,machines of loving grace
546290,398345,807006,gonna catch you,1991.0,mirko limoni+daniele davoli+valerio semplici+lonnie gordon,gonna catch you,1991,lonnie gordon
547946,361722,745252,in fear of fear,1999.0,bauhaus,in fear of fear,0,bauhaus
548142,484602,563308,my life,2008.0,ayreon the don,my solution,0,the sick
548531,377927,192153,no ones gonna love you like me,2005.0,gustavo santaolalla+mary mcbride,no one's gonna love you like me,2005,mary mcbride
550733,692699,57191,save me,2008.0,the skies of america,nothing to me,1987,the house of love
552207,496202,9009,the night has a thousand eyes,1963.0,ben weisman+dorothy wayne+marilyn garrett+bobby vee,children of the night,1993,doro
554247,695212,551291,drifters dream,2013.0,the rambles,help you dream,1991,the blasters
554320,706488,551291,dream chaser,1987.0,the judds,help you dream,1991,the blasters
555658,708549,380640,talk of love,1976.0,jean bouchéty+vince hill,in the name of love,1977,dan hill
556857,418291,338534,puppy love,2003.0,bill owens+dolly parton,puppy love,1959,dolly parton
557509,193196,308772,love you better,2009.0,the maccabees,better days,0,the contribution
558139,506874,424762,il dolce suono,2008.0,gaetano donizetti+maria callas+choeur et orchestre du mai musical florentin+tullio serafin,il suono c'e',0,raf
560342,701723,151377,were all in this together,2005.0,ketch secor+willie watson+old crow medicine show,we're all in this together,2004,old crow medicine show
561293,371883,632361,lonely,1978.0,joe neri+rinesi,the lonely woods of upton,0,joe heaney
564979,231063,88046,map of the problematique,2010.0,matthew bellamy+muse,map of the problematique,0,muse
565858,676786,569247,bitter heart,2011.0,zee avi,bitter heart,2009,zee avi
567370,719396,81251,last christmas,2015.0,the bosshoss,last post,1992,the tear garden
570621,102583,843761,revival,2005.0,soulsavers,revival,2007,soulsavers
570898,457807,314149,loopzilla,2004.0,george s. clinton,loopzilla,1993,george clinton
573003,524285,800140,un-thinkable (im ready),2010.0,alicia keys+kerry brothers  (as kerry brothers+jr.)+drake+noah shebib+arrangement with sony music entertainment,un-thinkable (i'm ready),2009,alicia keys
573477,538069,530254,a love spurned,1991.0,marc almond,a lover spurned (12'' version),0,marc almond
574557,604908,194045,i dont know you anymore,2000.0,darren hayes+daniel jones+savage garden,i don't know you anymore,1999,savage garden
576145,611499,121275,if i were a blackbird,1993.0,john tams,if i were a bell,0,john coltrane
576314,565478,35277,child in time,1999.0,deep purple+jon lord  /ritchie blackmore /ian gillan /roger glover /ian paice,child in time ,0,gillan
578453,308317,312686,valium in the sunshine,2006.0,maps,valium in the sunshine,2009,maps
579346,727429,505110,booyaka 619,2011.0,thomas lopez+p.o.d.,booyaka 619,0,p.o.d.
584014,360156,284359,the sermon,1987.0,jimmy smith,the sermon,0,jimmy smith
584928,709362,812454,transformation,2016.0,phil collins,transformation (phil version),0,phil collins
585346,647840,109774,down by the water,1995.0,pj harvey,water,1992,pj harvey
586417,642191,194041,song for the elf,2005.0,david rovics,song for monet,1985,david lanz
587783,313636,778322,soul makossa,2016.0,manu dibango,soul makossa,1972,manu dibango
587784,683368,778322,soul makossa,2012.0,manu dibango,soul makossa,1972,manu dibango
588085,1302,400842,man of the hour,2005.0,john farnham+steve kipner+dane deviller+sean hosein,man of the hour,2000,john farnham
588250,725350,400842,at the dawning of the day,1937.0,john mccormack,man of the hour,2000,john farnham
588954,663932,535368,blue monday (hardfloor mix),2006.0,bernard sumner+stephen morris+peter hook+phil cunningham+new order,blue monday,1983,new order
588956,634384,535368,blue monday,2010.0,new order,blue monday,1983,new order
590068,299086,101158,i might be lying,1964.0,eddie+the hot rods,i might be lying,1994,eddie & the hot rods
590220,234154,53791,no ha parado de llover,1999.0,maná,no ha parado de llover,1995,maná
591561,723561,68786,gimme some lovin,1978.0,steve winwood+muff winwood+spencer davis+the spencer davis group,gimme some lovin' (re-recorded),0,the spencer davis group
594225,293458,780190,love is here to stay,1987.0,michael feinstein,love doesn't live here anymore,0,michael sembello
594867,167211,763777,angels,2003.0,norah jones+wax poetic,angels (dave hernandez remix),2004,wax poetic feat. norah jones
595356,723839,118972,give me a smile and a kiss,1920.0,john steel,smile,0,long john baldry
595639,367552,489697,arthur murray taught me dancing in a hurry,1988.0,victor schertzinger+johnny mercer+betty hutton   with jimmy dorsey+his orchestra,arthur murray taught me dancing in a hurry,2008,betty hutton
597082,176650,74799,refugee rolling,1988.0,reuben m. koroma+sierra leones refugee all stars,refugee rolling,2006,sierra leone refugee all stars
600623,188366,769959,post it,2008.0,the aluminum group,post it,2008,the aluminum group
601318,287447,385101,december song (i dreamed of christmas),2004.0,george michael+david austin,december song (i dreamed of christmas),2009,george michael
601599,167552,161721,absurda cenicienta,2007.0,chenoa,absurda cenicienta (shortcut to heaven),2007,chenoa
