product_name,num_of_words,total_str_len,avg_word_len,fraction_capitalized,num_of_non-Eng_words,num_of_digits,word(s)_with_uppercase_letters,starts_with_brand,paranthesis,)_in_last_word,\w-\w_end,\w-\w_second,\d_end,contains_year,contains_inch_info,contains_core_info,starts_with_i,concatenated_words,keywords_downstream,is_was_downstream,(_downstream,$_downstream,the_upstream,",_or_._after_string",\w-\w_downstream,label
Maingear F131 Super Stock,4,22,5.5,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Digital Storm ODE Level 3,5,21,4.2,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Cyberpower Gamer Xtreme 9000,4,25,6.25,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Digital Storm ODE Level 3,5,21,4.2,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Cyberpower Gamer Xtreme 9000,4,25,6.25,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Digital Storm ODE Level 3,5,21,4.2,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Acer Aspire Predator AG7750-U2222,4,30,7.5,1.0,1,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Samsung Series 7 Gamer,4,19,4.75,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lenovo IdeaPad Y580,3,17,5.666666666666667,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
Dell XPS 15,3,9,3.0,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Samsung Series 7 Gamer,4,19,4.75,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lenovo IdeaPad Y580,3,17,5.666666666666667,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
Cyberpower Xplorer X6-9120,3,24,8.0,1.0,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Lenovo IdeaPad Y580,3,17,5.666666666666667,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Cyberpower Zeus Thunder 3000SE,4,27,6.75,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1
Cyberpower Zeus Thunder 3000SE,4,27,6.75,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Alienware Aurora ALX (Core i7),5,26,5.2,1.0,2,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
Digital Storm ODE Level 3,5,21,4.2,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
AVADirect Quiet X79 Gaming PC,5,25,5.0,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Cyberpower Zeus Thunder 3000SE,4,27,6.75,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Digital Storm ODE Level 3,5,21,4.2,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
iBuypower Chimera 4-V1,3,20,6.666666666666667,0.5,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1
AVADirect Quiet X79 Gaming PC,5,25,5.0,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Cyberpower Zeus Thunder 3000SE,4,27,6.75,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
Falcon Northwest Tiki,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dell Adamo XPS,3,12,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Apple MacBook Air,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Apple MacBook Air,3,15,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Sony VAIO VPC-Z116GXS,3,19,6.333333333333333,1.0,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Lenovo ThinkPad X301,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
Asus UL30A-A1,2,12,6.0,1.0,1,3,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1
Lenovo ThinkPad X201,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
Dell Adamo XPS,3,12,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Sony VAIO VPC-Z116GXS,3,19,6.333333333333333,1.0,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Asus UL30A-A1,2,12,6.0,1.0,1,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Chromebook 11 (Intel Core i3),6,29,4.833333333333333,1.0,3,3,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
Acer C720 Chromebook (C720-3404),4,29,7.25,1.0,2,10,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Chromebook 11,3,16,5.333333333333333,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HP Chromebook 11 (Verizon LTE),5,26,5.2,1.0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Toshiba CB35-B3340 Chromebook 2,4,28,7.0,1.0,2,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
HP Chromebook 11,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
HP Stream 11 (11-d020nr),4,21,5.25,1.0,2,7,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
HP Chromebook 11 (Verizon LTE),5,26,5.2,1.0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Asus C200 Chromebook,3,18,6.0,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Chromebook 11 (Intel Core i3),6,29,4.833333333333333,1.0,3,3,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
Dell Chromebook 11,3,16,5.333333333333333,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Chromebook 11 (Intel Core i3),6,29,4.833333333333333,1.0,3,3,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
HP Chromebook 11 (Verizon LTE),5,26,5.2,1.0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Chromebox for Meetings,4,24,6.0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Asus Chromebox M004U,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Chromebox,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
Dell Chromebox,2,13,6.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Acer Chromebox CXI-4GKM,3,21,7.0,1.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Chromebox for Meetings,4,24,6.0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Chromebox for Meetings,4,24,6.0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Chromebox for Meetings,4,24,6.0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Dimension E521 (Vista),4,24,6.0,1.0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Dimension E521 (Vista),4,24,6.0,1.0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Dimension E521 (Vista),4,24,6.0,1.0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Inspiron 15 7000 Series (7559),6,30,5.0,1.0,3,10,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
Alienware 15,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Acer Aspire V 15 Nitro (VN7-591G-75S2),6,33,5.5,1.0,2,9,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Inspiron 14 (5447),4,20,5.0,1.0,2,6,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
MSI GE62 Apache,3,13,4.333333333333333,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
MSI PE70 2QD-062US,3,16,5.333333333333333,1.0,2,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Acer Aspire E (E5-771G-51T2),4,25,6.25,1.0,1,7,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Alienware 15,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Alienware 15,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Alienware 15,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Alienware 15,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Alienware 15,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
Dell Inspiron 14 (5447),4,20,5.0,1.0,2,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Alienware 15,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Inspiron 15 7000 Series (7559),6,30,5.0,1.0,3,10,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Lenovo IdeaCentre K220,3,20,6.666666666666667,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
HP Pavilion p6127c-b ,3,18,6.0,1.0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Dell Inspiron 545,3,15,5.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Inspiron i570-6939PBK,3,24,8.0,1.0,1,7,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
HP Pavilion a4327c-b,3,18,6.0,1.0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
HP Pavilion p6310f,3,16,5.333333333333333,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
HP Pavilion p6234f-b,3,18,6.0,1.0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
HP Pavilion p6310f,3,16,5.333333333333333,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Inspiron i570-6939PBK,3,24,8.0,1.0,1,7,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
HP Pavilion p6310f,3,16,5.333333333333333,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Latitude 13 7000 Series 2-in-1 (7350),7,36,5.142857142857143,1.0,4,12,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Microsoft Surface Pro 3,4,20,5.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Latitude 14 7000 series (E7450),6,31,5.166666666666667,0.6666666666666666,3,10,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Toshiba Satellite Click 2 Pro P35W-B3226,6,35,5.833333333333333,1.0,2,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Acer Aspire Switch 11 (SW5-171-325N),5,32,6.4,1.0,2,9,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Asus Transformer Book T300 Chi,5,26,5.2,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lenovo Yoga 3 Pro,4,14,3.5,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
HP EliteBook Folio 1020,4,20,5.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
Microsoft Surface Pro 3,4,20,5.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
Apple MacBook 13-Inch,3,19,6.333333333333333,1.0,1,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
Lenovo Yoga 3 Pro,4,14,3.5,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Lenovo ThinkPad X1 Carbon Touch (2015),6,33,5.5,1.0,2,5,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1
Dell Latitude 13 7000 Series 2-in-1 (7350),7,36,5.142857142857143,1.0,4,12,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Latitude 14 Rugged Extreme,5,27,5.4,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
Dell Latitude E6420 XFR,4,20,5.0,1.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Latitude E6430 ATG,4,20,5.0,1.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Precision M2800,3,18,6.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HP EliteBook Folio 1040 G1,5,22,4.4,1.0,2,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
Dell Latitude E6420 XFR,4,20,5.0,1.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Panasonic Toughbook CF-31,3,23,7.666666666666667,1.0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Latitude E6430 ATG,4,20,5.0,1.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Latitude 14 Rugged Extreme,5,27,5.4,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Latitude 14 Rugged Extreme,5,27,5.4,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Latitude D630,3,16,5.333333333333333,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
HP EliteBook 6930p,3,16,5.333333333333333,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
Lenovo ThinkPad T400,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
Dell Latitude E6400,3,17,5.666666666666667,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Latitude E6400,3,17,5.666666666666667,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Latitude E6540,3,17,5.666666666666667,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
Dell Latitude E6540,3,17,5.666666666666667,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Latitude E6430 ATG,4,20,5.0,1.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HP EliteBook 8560w,3,16,5.333333333333333,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
Apple MacBook Pro 15-inch (Retina Display),6,37,6.166666666666667,1.0,3,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
Alienware 17,2,11,5.5,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
HP EliteBook 8560w,3,16,5.333333333333333,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Apple MacBook Pro 15-inch (Retina Display),6,37,6.166666666666667,1.0,3,2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
HP EliteBook 8470p,3,16,5.333333333333333,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Dell Latitude E6430 ATG,4,20,5.0,1.0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell Latitude E6540,3,17,5.666666666666667,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Precision M3800,3,18,6.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Dell Precision M3800,3,18,6.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Dell Precision M2800,3,18,6.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Lenovo ThinkPad W540,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
Apple MacBook Pro 15-Inch Retina Display (2014),7,41,5.857142857142857,1.0,2,6,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1
Toshiba Satellite P50T-BST2N01,3,28,9.333333333333334,1.0,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Precision M2800,3,18,6.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
Dell Precision M3800,3,18,6.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Lenovo ThinkPad W540,3,18,6.0,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Dell Precision Tower 5810,4,22,5.5,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Dell Precision T3610,3,18,6.0,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Apple Mac Pro (2013),4,17,4.25,1.0,1,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
HP Z1 G2 ,3,6,2.0,1.0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lenovo ThinkStation P300 SFF,4,25,6.25,1.0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Apple Mac Pro (2013),4,17,4.25,1.0,1,4,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
Dell Precision Tower 5810,4,22,5.5,1.0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Apple Mac Pro,3,11,3.6666666666666665,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Studio XPS 7100,4,17,4.25,1.0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HP Pavilion Elite HPE-140f,4,23,5.75,1.0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Studio XPS 7100,4,17,4.25,1.0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1
Dell Studio XPS 7100,4,17,4.25,1.0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Studio XPS 8000 (SX8000-1479UWH),5,33,6.6,1.0,2,12,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Dell Studio s7100-1060NBK,3,23,7.666666666666667,1.0,1,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Gateway FX6831-01,2,16,8.0,1.0,1,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Gateway FX6831-01,2,16,8.0,1.0,1,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HP Pavilion Elite HPE-140f,4,23,5.75,1.0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Dell Venue 11 Pro,4,14,3.5,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Venue 8 Pro,4,13,3.25,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
Asus Transformer Book T100TA (64GB),5,31,6.2,1.0,2,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Lenovo ThinkPad Helix,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Acer Iconia W3 (64GB),4,18,4.5,1.0,2,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Venue 11 Pro,4,14,3.5,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Dell Venue 11 Pro,4,14,3.5,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Vostro 460,3,13,4.333333333333333,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Dell Vostro 460,3,13,4.333333333333333,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
HP Compaq 4000 Pro,4,15,3.75,1.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Dell Vostro 460,3,13,4.333333333333333,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
HP Z210 Small Form Factor Workstation,6,32,5.333333333333333,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Apple iMac 21.5-inch (Thunderbolt),4,31,7.75,0.5,2,3,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
Dell Vostro 460,3,13,4.333333333333333,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell XPS x8300-5215NBK,3,20,6.666666666666667,1.0,1,8,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
HP Compaq 4000 Pro,4,15,3.75,1.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dell Vostro 460,3,13,4.333333333333333,1.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
Falcon Northwest Tiki,3,19,6.333333333333333,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dell XPS 10,3,9,3.0,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Microsoft Surface with Windows RT,5,29,5.8,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Vizio 14-Inch Thin + Light (CT14-A4),6,31,5.166666666666667,1.0,3,5,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
Google Nexus 7,3,12,4.0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Dell Latitude 10,3,14,4.666666666666667,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Dell XPS 10,3,9,3.0,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
Dell XPS 14z,3,10,3.3333333333333335,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1
Dell XPS 14z,3,10,3.3333333333333335,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell XPS 14z,3,10,3.3333333333333335,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Dell XPS 15z (Microsoft),4,21,5.25,1.0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Apple MacBook Pro 13-inch (Thunderbolt),5,35,7.0,1.0,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
Dell Inspiron 14z (Core i5),5,23,4.6,1.0,3,3,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
Dell XPS 14z,3,10,3.3333333333333335,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Dell XPS 15z,3,10,3.3333333333333335,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Dell XPS 14z,3,10,3.3333333333333335,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Asus U46E-BAL5,2,13,6.5,1.0,1,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1
