_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists,gold_labels
15854167,707883,108558,la paloma,2006.0,carlos guastavino+ana belén,la force haute,0,st,0
15854169,707956,108558,la piscina,2010.0,ernesto millán+alejandro serrano+josé ángel sagi,la force haute,0,st,0
15854170,708002,108558,la primavera,2011.0,estopa,la force haute,0,st,0
15854174,709027,108558,la poupée,1982.0,michel colombier  et son orchestre,la force haute,0,st,0
15854193,715357,108558,la madrugada,1964.0,rubén fuentes+silvestre vargas,la force haute,0,st,0
15854197,192744,108558,la paloma,2010.0,sebastián yradier+abraham mateo,la force haute,0,st,0
15854200,586846,108558,la muralla,2001.0,michael esterson+the cuban hip hop all stars,la force haute,0,st,0
15854215,728267,108558,la sirenita,2001.0,plastilina mosh+tonino carotone  with chalo de velovan,la force haute,0,st,0
15854222,205583,108558,la diosa,1998.0,kenny lopez con sierra maestra,la force haute,0,st,0
15854227,732759,108558,la negra,1981.0,ruben fuentes gasson+silvestre vargas vazquez+mariachi vargas,la force haute,0,st,0
15854231,733416,108558,la pasarela,1989.0,juan josé de arteche+ángel fernández montesinos+augusto algueró+concha velasco+paco valladares+alberto denis+juan carlos martin,la force haute,0,st,0
15854238,733850,108558,la querendona,1949.0,manuel esperón+ernesto cortázar,la force haute,0,st,0
15854240,340943,108558,la valse,2013.0,minnesota orchestra  / stanislaw skrowaczewski,la force haute,0,st,0
15854244,734271,108558,la mer,1983.0,charles trenet+albert lasry+christian gaubert+liliane davis,la force haute,0,st,0
15854245,734277,108558,la prière,1983.0,charles aznavour+francis lai+christian gaubert,la force haute,0,st,0
15854246,734447,108558,la calesera,1952.0,emilio gonzález del castillo+francisco alonso,la force haute,0,st,0
15854257,610653,108558,la paleta,2000.0,raul acosta+oro solido,la force haute,0,st,0
15854261,614363,108558,la guitarrera,2005.0,f brancatti+r dadino+orquesta el arranque,la force haute,0,st,0
15854262,614378,108558,la cumparsita,2005.0,gerardo mato rodriguez+la orquesta escuela de tango,la force haute,0,st,0
15854272,723412,108558,la paloma,1978.0,sebastián yradier,la force haute,0,st,0
15854277,628379,108558,la rocca,2010.0,steve moore,la force haute,0,st,0
15854289,508365,108558,la negra,2007.0,rubén fuentes+silvestre vargas+mariachi méxico de pepe villa,la force haute,0,st,0
15854293,639644,108558,la milonguita,1987.0,atilio stampone,la force haute,0,st,0
15854416,394783,137033,uptight (everythings alright),1972.0,stevie wonder  sylvia moy+henry cosby+stevie wonder+his band w/the rolling stones,uptight (everything's alright),1966,stevie wonder,0
15867036,171762,418339,the canada song,2012.0,kevin murphy,the up song (2008 digital remaster),0,kevin ayers,0
15870040,682364,505923,all day,1998.0,lisa loeb,all night high,2009,lisa shaw,0
15871698,407747,178174,do the slag,1985.0,east bay ray+dead kennedys,where do ya draw the line,1986,dead kennedys,0
15879946,703824,103723,papa legba,1986.0,david byrne+roebuck pops staples+talking heads,papa legba (pop staples vocal version),1986,talking heads,0
15880632,153667,264804,feel so alive,1988.0,chesney hawkes+roger daltrey,feel so alive,1991,chesney hawkes,0
15881991,720566,313509,rising,2016.0,dominic lack+lemonade kid,constant rising,0,dusty kid,0
15889625,708057,34251,the sidewinder,2006.0,lee morgan,the long goodbye,2001,miranda lee richards,0
15890366,230465,34251,the reach,2011.0,miranda lee richards,the long goodbye,2001,miranda lee richards,0
15893721,709200,528881,children of the hill,1986.0,harold budd,the saint of whispers,0,harold budd_ clive wright,0
15905139,538019,386401,a bird in the bush,2015.0,joe becker,a place for the heartache,0,billy joe royal,0
15910105,731859,686086,cults of the shadow,2013.0,christofer johnsson+thomas karlsson+therion,the flight of the lord of flies,2000,therion,0
15913540,347854,748691,se non avessi più te,1966.0,franco migliacci  (as migliacci+bruno zambrini+luis bacalov+gianni morandi,non voglio innamorarmi più,0,gianni morandi,0
15914290,674836,865163,truth is no words,2005.0,the music,truth,2006,the gift,0
15914936,400110,717047,heart of stone,2013.0,the raveonettes,this old heart of mine,1998,the contours,0
15915520,302189,717047,every beat of the heart,1964.0,the railway children,this old heart of mine,1998,the contours,0
15921918,604003,546344,dirty little secret,2004.0,sarah mclachlan,dirty little secret (thievery corporation mix),2005,sarah mclachlan,0
15922766,671521,96128,we shot the world,2006.0,the ponys,how's the world treating you,1992,the louvin brothers,0
15922799,157422,96128,news of the world,2005.0,the jam,how's the world treating you,1992,the louvin brothers,0
15931175,283522,219154,i will always love you,2012.0,aaron james+dolly parton,i knew you when,1980,dolly parton,0
15931289,706410,219154,i will always love you,2004.0,dolly parton,i knew you when,1980,dolly parton,0
15931304,711820,219154,i will always love you,1995.0,dolly parton+vanessa mae,i knew you when,1980,dolly parton,0
15931323,718838,219154,i will always love you,2012.0,dolly parton+whitney houston,i knew you when,1980,dolly parton,0
15931343,723321,219154,i will always love you,2000.0,dolly parton,i knew you when,1980,dolly parton,0
15931379,73149,219154,i will always love you,2011.0,dolly parton,i knew you when,1980,dolly parton,0
15931381,73558,219154,i will always love you,1987.0,dolly parton+the cast of the grand ole opry,i knew you when,1980,dolly parton,0
15931419,604648,219154,i will always love you,2005.0,dolly parton+david spade,i knew you when,1980,dolly parton,0
15931560,262128,219154,i will always love you,1961.0,dolly parton,i knew you when,1980,dolly parton,0
15932526,717646,374996,lonely boy,2013.0,the black keys,lonely soldier,1996,the subdudes,0
15932534,724758,374996,the lonely matress,1999.0,the phantom surfers,lonely soldier,1996,the subdudes,0
15935689,685993,861249,going down,1991.0,the stone roses,tie me down,1971,the turtles,0
15935826,717837,861249,cool me down,2012.0,the dub invaders,tie me down,1971,the turtles,0
15935961,362221,861249,root down,2000.0,the beastie boys,tie me down,1971,the turtles,0
15936353,449319,861249,love me,2010.0,the cramps,tie me down,1971,the turtles,0
15937805,514621,785780,no fear (panic in the city),2000.0,clay crosse+regie hamm+chuck butler+lyndon allen,no fear,0,clay crosse,0
15941211,615928,20786,how do you talk to an angel,2016.0,the heights,how do you do ?,1979,the boomtown rats,0
15942320,694863,226303,by starlight,2000.0,the smashing pumpkins,by your side,0,the pure,0
15942374,172573,226303,be by your side,2003.0,the storys,by your side,0,the pure,0
15942786,617610,226303,your shadow,2007.0,the exploding hearts,by your side,0,the pure,0
15943101,172678,226303,your ghost,2003.0,the new amsterdams,by your side,0,the pure,0
15943144,570856,226303,your money,2012.0,the indelicates,by your side,0,the pure,0
15943417,83318,226303,your touch,2004.0,the black keys,by your side,0,the pure,0
15951958,716890,886153,set it off,2004.0,peaches,set it off (radio mix by tobi neumann),0,peaches,0
15968979,714202,777919,make you mine,1991.0,the checks,widge you,1981,the troggs,0
15968985,193196,777919,love you better,2009.0,the maccabees,widge you,1981,the troggs,0
15969321,536574,777919,you,1973.0,the aquatones,widge you,1981,the troggs,0
15969370,149715,777919,lucky you,1975.0,the lightning seeds,widge you,1981,the troggs,0
15969550,40813,777919,who needs you,2012.0,the four lads,widge you,1981,the troggs,0
15969560,172845,777919,look after you,2003.0,the fray,widge you,1981,the troggs,0
15969838,595239,777919,im leaving you,1967.0,the enemies,widge you,1981,the troggs,0
15970287,63563,777919,find you ,2001.0,the artist life,widge you,1981,the troggs,0
15985588,68260,619013,ti sento,1974.0,matia bazar,ti sento (1998 digital remaster),0,matia bazar,0
16000308,671800,601349,what am i gonna do with you,2013.0,barry white,what you gonna do?,0,josh white,0
16000340,694187,601349,never gonna give you up,2012.0,barry white,what you gonna do?,0,josh white,0
16001629,404360,808640,break your heart,2010.0,taio cruz+ludacris,break your heart,2009,taio cruz,0
16003203,678904,472290,if i ever get the guy that stole the chicken from my back yard,1927.0,the police quartette,if i find my way back,0,the gallows,0
16003225,436348,472290,if i could just make it on my own,2015.0,the putrid flowers,if i find my way back,0,the gallows,0
16003245,718772,472290,if i didnt care,2013.0,the ink spots,if i find my way back,0,the gallows,0
16003397,669358,472290,im winging my way back home,2012.0,the blackwood brothers,if i find my way back,0,the gallows,0
16003486,17234,472290,police on my back,2008.0,the clash,if i find my way back,0,the gallows,0
16004866,188094,294426,cry,2007.0,jason walker,she don't make me cry,0,billy walker,0
16008132,591141,181,sad sweet dreamer,2009.0,david parton+sweet sensation,sad sweet dreamer,1988,sweet sensation,0
16008815,728906,627620,canon in d,2001.0,johann pachelbel,puff the magic canon in d,0,j. pachelbel,0
16008818,626304,627620,canon in d,2002.0,johann pachelbel,puff the magic canon in d,0,j. pachelbel,0
16008904,260006,627620,canon in d minor  d major  and c major,2014.0,johann pachelbel,puff the magic canon in d,0,j. pachelbel,0
16014779,403903,858619,true blue,2009.0,kenny wayne,little blue man,0,kenny werner trio,0
16015422,424835,858619,midnight blue,2010.0,kenny burrell,little blue man,0,kenny werner trio,0
16017516,234174,681308,nos veremos otra vez,1999.0,charly garcía   / pedro aznar   / david lebón+serú girán,otra vez mas (se desangra),1995,pedro aznar,0
16019313,312844,170555,rally,2004.0,phoenix,rally (live),0,phoenix,0
16023147,699706,283138,you were made for me,1960.0,eric spear+jayne mansfield,for you,2000,eric bibb,0
16027707,720572,42737,look at me,2016.0,john tabacco+susan devita+devita,wasn't me,0,john doe,0
16037072,449505,223953,senin gibi,2004.0,aylin aslim,oldugun gibi,0,aylin aslim,0
16046969,363218,205694,throw your set in the air,2004.0,cypress hill,set your sights higher,0,z z hill,0
16049361,703381,260223,my first love,1938.0,agustín lara,my first child,1994,nil lara,0
16052628,632237,664593,kicking and screaming,2011.0,the presets,kicking ass,0,the speed freak,0
16058182,632438,812886,blue shadows,1984.0,the blasters+dave alvin,blue (usa mix),1994,the verve,0
16059018,253300,884893,drinking my baby goodbye,2008.0,charlie daniels,my baby just cares for me,0,charlie,0
16059439,486043,805132,guaranteed,2007.0,eddie vedder,guaranteed,2007,eddie vedder,0
16060054,198076,162706,i want all of you,1999.0,the verve pipe,hey kid_ i want you to stay,0,the doits,0
16060145,258360,162706,i want to hear what you have got to say,2003.0,the subways,hey kid_ i want you to stay,0,the doits,0
16060153,396548,162706,when am i going to kiss you goodnight?,1947.0,the song spinners,hey kid_ i want you to stay,0,the doits,0
16060207,24570,162706,i just wanna make love to you,1989.0,the rhythm syndicate,hey kid_ i want you to stay,0,the doits,0
16060383,625758,162706,if you want to dance with me,2015.0,beardo the man,hey kid_ i want you to stay,0,the doits,0
16060415,648180,162706,do you want to know a secret,2009.0,the beatles,hey kid_ i want you to stay,0,the doits,0
16060479,92254,162706,hate to say i told you so,2002.0,the hives+nicholaus arson,hey kid_ i want you to stay,0,the doits,0
16065185,457033,696236,the crackhouse,2008.0,fat joe  featuring: lil wayne+fat joe+lil wayne+s. morales+j. bobe+k. pittman+b. bouldin+e. dixon+e. edwards+l. freeze+l. muggerud+b. williams,the hunter,0,free,0
16076192,173970,403532,petrified to be god-like,2003.0,susie suh,petrified to be god-like,2005,susie suh,0
16079697,554047,365711,nothing but you (cirrus remix),2004.0,paul van dyk,nothing but you (cirrus mix),2003,paul van dyk featuring hemstock and jennings,0
16086620,689507,252183,come on (live),1999.0,the verve,come december,2000,the shermans,0
16090752,302311,270605,all i want for christmas is you,1964.0,mariah carey,i know what you want,0,busta rhymes and mariah carey featuring the flipmode squad,0
16091883,700985,101617,and the story goes (di da di),2010.0,maria montell+morten remar+coco lee,di da di,0,coco lee,0
16092156,677560,625698,take another look,1985.0,john huckert,take me,2010,john butler trio,0
16092245,710934,625698,take me home  country roads,1984.0,john denver,take me,2010,john butler trio,0
16103390,24855,686625,possum kingdom,1993.0,the toadies,kingdom come,0,the jet set,0
16106043,372235,515577,a spoonful blues,1993.0,charley patton,just a spoonful,0,charley jordan,0
16106177,697428,515577,just a little bad,2003.0,vikkie rae jordan,just a spoonful,0,charley jordan,0
16112554,696663,392061,some girls,2004.0,richard x+hannah robinson+rachel stevens,some girls,2004,rachel stevens,0
16112602,212758,392061,some girls,2004.0,rachel stevens,some girls,2004,rachel stevens,0
16113452,609610,343665,the unknown immortal,2012.0,joe strummer,the unknown immortal,1987,joe strummer,0
16117255,204571,927974,butcher pete,2015.0,roy brown,butcher pete,0,roy brown,0
16124188,733564,155387,la mujer que yo quiero,1997.0,joan manuel serrat,la prietita que yo quiero,0,joan sebastian,0
16127373,656406,943132,evil town,1994.0,the lost durangos,this town,0,the go-go's,0
16127395,669928,943132,boys in town,1985.0,the divinyls,this town,0,the go-go's,0
16127431,301464,943132,rock this town,1964.0,the stray cats,this town,0,the go-go's,0
16127500,72703,943132,ghost town,2000.0,the specials,this town,0,the go-go's,0
16128072,332582,943132,is this love?,2011.0,the fireman,this town,0,the go-go's,0
16128095,729540,943132,this dead man,2016.0,the glam skanks,this town,0,the go-go's,0
16128126,214191,943132,this days,2007.0,the sleepy jackson,this town,0,the go-go's,0
16134155,621905,35393,i pretend im loving you,2006.0,jimmy radcliffe+buddy scott+exclusive arrangement with media creature music,ain't done loving you,0,ott,0
16134276,611919,35393,you should be loving me,1989.0,lotti golden+tommy faragher+brenda k. starr,ain't done loving you,0,ott,0
16139540,525599,530244,ring my bell,2007.0,frederick knight+anita ward,ring my bell,1979,anita ward,0
16139582,729204,530244,ring my bell,1979.0,anita ward,ring my bell,1979,anita ward,0
16140315,198417,9074,now we can see,2009.0,the thermals,now this how we do it,0,the solsonics,0
16140742,708107,9074,never do this again,2005.0,the ms,now this how we do it,0,the solsonics,0
16153659,685080,780140,the birth of a popular song,1930.0,dave dreyer+orchestra,the shepherd's song,0,dave cousins,0
16153898,726970,780140,the hunting song,1929.0,dave stamper,the shepherd's song,0,dave cousins,0
16154041,465703,780140,song of the swords,1985.0,dave brock+hawkwind,the shepherd's song,0,dave cousins,0
16154985,685241,780140,the duke,1959.0,dave brubeck,the shepherd's song,0,dave cousins,0
16157411,305538,757854,coming down,2008.0,acumen nation,coming down (dj? acucrack batgrabber remix),0,acumen nation,0
16161571,679081,565852,some like it hot,1985.0,robert palmer+john taylor+andy taylor+power station,some like it hot,1989,robert palmer,0
16163562,528949,313012,easy way out,2006.0,the pink spiders,find a way out of here,2005,the adolescents,0
16163579,24968,313012,ill talk my way out of this,1993.0,the rakes progress,find a way out of here,2005,the adolescents,0
16163620,608283,313012,no way out,2011.0,the dts,find a way out of here,2005,the adolescents,0
16163691,280808,313012,dog out of water,2009.0,the color bars,find a way out of here,2005,the adolescents,0
16163790,370652,313012,out of sight  out of mind,1968.0,the bit asweet,find a way out of here,2005,the adolescents,0
16163914,694458,313012,out of luck,2009.0,the pointed sticks,find a way out of here,2005,the adolescents,0
16164242,43100,313012,birds of a feather,2009.0,the rosenbergs,find a way out of here,2005,the adolescents,0
16164253,272357,313012,whale of a tale,1956.0,the top twenty,find a way out of here,2005,the adolescents,0
16164275,17385,877878,ginger,1996.0,david devant+his spirit wife,ginger,1997,david devant and his spirit wife,0
16166292,332100,153221,where ur at,2004.0,simon foretti+jason foretti+nfa forster-jones+1200 techniques,where ur at (peep my remix 1 / feat. lee),0,1200 techniques,0
16174866,476228,708208,where are you  christmas?,2000.0,james horner+will jennings+mariah carey+faith hill,where are you christmas [live],0,faith hill,0
16182695,725920,531510,little witch stomp,2011.0,the evil streaks,the stomp,1997,the hives,0
16182699,597505,531510,the stomp,2008.0,nicholaus arson+the hives,the stomp,1997,the hives,0
16182801,722495,531510,the big loop,1993.0,the horseflies,the stomp,1997,the hives,0
16182905,104607,531510,stop the music,2014.0,the pipettes,the stomp,1997,the hives,0
16183335,700968,531510,the shimmy,2010.0,the upsetters,the stomp,1997,the hives,0
16183392,320969,531510,in the shadows,1973.0,the rasmus,the stomp,1997,the hives,0
16183405,61867,531510,always the sun,1986.0,the stranglers,the stomp,1997,the hives,0
16183499,335718,531510,the sandman,2012.0,the chemical brothers,the stomp,1997,the hives,0
16183585,98053,531510,the sunshine underground,2015.0,the chemical brothers,the stomp,1997,the hives,0
16183601,630642,531510,in the shadows,2004.0,the rasmus,the stomp,1997,the hives,0
16183703,657041,531510,the end,1987.0,the doors,the stomp,1997,the hives,0
16183749,136048,531510,the weekenders,1993.0,the hold steady,the stomp,1997,the hives,0
16183835,601465,531510,the trick,2005.0,the prodigy,the stomp,1997,the hives,0
16184075,25269,531510,the damned,1993.0,the plasmatics,the stomp,1997,the hives,0
16184104,550810,531510,the wind blows,2009.0,the all-american rejects,the stomp,1997,the hives,0
16184117,420909,531510,the bikini machine,1965.0,the supremes,the stomp,1997,the hives,0
16184245,691089,531510,the real me,2000.0,the who+pete townshend,the stomp,1997,the hives,0
16184558,312960,531510,the zoo blues,1988.0,the manhattan transfer,the stomp,1997,the hives,0
16184859,720811,531510,the captain,2014.0,the phoenix foundation,the stomp,1997,the hives,0
16184972,724758,531510,the lonely matress,1999.0,the phantom surfers,the stomp,1997,the hives,0
16184981,725001,531510,the weatherman (pt.2),2014.0,alert the medic,the stomp,1997,the hives,0
16185003,725617,531510,the bug,2008.0,the cool raiders,the stomp,1997,the hives,0
16185139,729535,531510,the hockey song,2016.0,the glam skanks,the stomp,1997,the hives,0
16185172,206000,531510,the wild rover,1987.0,the dubliners,the stomp,1997,the hives,0
16185259,601375,531510,the apothecary,2010.0,enter the haggis,the stomp,1997,the hives,0
16185291,471737,531510,the rain,2009.0,the bloody hollies,the stomp,1997,the hives,0
16185329,344334,531510,the irony,2011.0,the malpractice,the stomp,1997,the hives,0
16185432,614940,531510,the icicle melts,2002.0,the cranberries,the stomp,1997,the hives,0
16185587,106290,531510,the great pretender,1974.0,the prom band,the stomp,1997,the hives,0
16185649,244776,531510,the odds,2013.0,the cabin project,the stomp,1997,the hives,0
16185803,519855,531510,the cow song,2005.0,the mountain goats,the stomp,1997,the hives,0
16185810,651420,531510,the taffy bag,2011.0,the high toppers,the stomp,1997,the hives,0
16185819,258578,531510,the outer banks,2003.0,the album leaf,the stomp,1997,the hives,0
16185970,387788,909225,nuit magique,1998.0,catherine lara,nuit magique,2009,lara fabian,0
16189533,216221,454066,hush hush; hush hush,2008.0,andreas romdhane+josef larossi+ina wroldsen+nicole scherzinger+the pussycat dolls,hush hush; hush hush,2009,the pussycat dolls,0
16190785,730960,195657,move it,1994.0,ace kravin,make it right,2003,ace troubleshooter,0
16191152,196552,88335,ride the wind,1973.0,tommy bolin+roy kenner+james gang,ride the wind (album version),1973,james gang,0
16191333,631421,88335,where the wind blows free,1980.0,bob james,ride the wind (album version),1973,james gang,0
16196153,496796,600979,clean coloured wire,2010.0,andrew sweeney+simon phipps+mark peters+dan macbean+michael rather+dieter moebius+hans-joachim roedelius+engineers,clean coloured wire (radio edit),2009,engineers,0
16201145,649069,310232,get off,2013.0,prince,get my sh'off,1997,princess superstar,0
16201489,140813,695234,seminare,2010.0,charly garcía   performed by serú girán,seminare,1978,serú girán,0
16205725,572333,860605,dime que no,2012.0,los bipolares,que no destrocen tu vida,1987,los prisioneros,0
16205731,607473,860605,el que no llora no mama,1999.0,los enemigos,que no destrocen tu vida,1987,los prisioneros,0
16206276,83318,507848,your touch,2004.0,the black keys,your entourage,0,the spongetones,0
16206508,536574,507848,you,1973.0,the aquatones,your entourage,0,the spongetones,0
16206622,38608,507848,your new cuckoo,2010.0,the cardigans,your entourage,0,the spongetones,0
16206644,172678,507848,your ghost,2003.0,the new amsterdams,your entourage,0,the spongetones,0
16206662,570856,507848,your money,2012.0,the indelicates,your entourage,0,the spongetones,0
16206912,617610,507848,your shadow,2007.0,the exploding hearts,your entourage,0,the spongetones,0
16207015,732919,507848,scent your scene,1995.0,the butchers wife,your entourage,0,the spongetones,0
16207137,47907,507848,in your room,2003.0,the bangles,your entourage,0,the spongetones,0
16207169,714245,507848,it your thing,1976.0,the isley brothers,your entourage,0,the spongetones,0
16207194,721141,507848,blow your mind,1969.0,the pretty things,your entourage,0,the spongetones,0
16207285,100868,507848,raise your hand,2007.0,the lights,your entourage,0,the spongetones,0
16207289,626440,507848,digging your scene,1999.0,the blow monkeys,your entourage,0,the spongetones,0
16210557,572480,94604,la danse de mardi gras,1992.0,the balfa brothers,mardi gras mambo,1975,the meters,0
16210730,603787,157451,let there be drums,1982.0,sandy nelson,let there be drums,1965,sandy nelson,0
16214483,52557,479019,cynical girl,2001.0,marshall crenshaw,cynical girl (remastered lp version),0,marshall crenshaw,0
16218154,451926,162925,open the gate,1992.0,eric stefani+gwen stefani+tom dumont+tony kanal+no doubt,open the gate,1995,no doubt,0
16224004,301457,35605,hot love,1964.0,kelly marie,ready for love,2007,kelly sweet,0
16227154,324495,446574,for your love,1999.0,stevie wonder,for your love,1995,stevie wonder,0
16228392,724677,446574,spring love,2006.0,stevie b+bret ernst,for your love,1995,stevie wonder,0
16231851,624118,613820,dig it,1997.0,the coup,name it claim it,0,the clark sisters,0
16234473,237059,687211,aha!,2004.0,the backyardigans,aha!,2006,the backyardigans,0
16235761,346378,650906,standing in the shadow,2009.0,joseph blaustein+ultrarev,stop! in the name of love,1971,margie joseph,0
16236968,729343,650906,love of the past years,1986.0,joseph koo+leslie cheung,stop! in the name of love,1971,margie joseph,0
16237433,692058,650906,in the sun,2005.0,joseph arthur,stop! in the name of love,1971,margie joseph,0
16237697,717942,650906,in the sun,2002.0,joseph arthur,stop! in the name of love,1971,margie joseph,0
16242256,685241,670471,the duke,1959.0,dave brubeck,the embrace,2002,dave eggar,0
16243275,726970,670471,the hunting song,1929.0,dave stamper,the embrace,2002,dave eggar,0
16244842,619297,94532,you dont know yourself,2011.0,the ladykillers,now you know,1996,the real kids,0
16245069,480067,94532,dont you just know it,2003.0,the sonics,now you know,1996,the real kids,0
16245129,648180,94532,do you want to know a secret,2009.0,the beatles,now you know,1996,the real kids,0
16247578,500866,757339,the lucky one,1986.0,bruce roberts+laura branigan,the lucky one (lp version),1995,laura branigan,0
16252003,286989,820092,all time love,2004.0,jamie hartman+will young,all time love,2005,will young,0
16253713,202313,820092,razor love,1975.0,neil young,all time love,2005,will young,0
16257301,54620,418071,otra vez,2006.0,gerardo garza chetes,otra vez,2006,chetes,0
16257319,345839,418071,la primera vez,2009.0,gerardo garza chetes,otra vez,2006,chetes,0
16261184,462106,738958,run and tell that,2007.0,marc shaiman+elijah kelley   with taylor parks,run and tell that ('hairspray'),0,elijah kelley,0
16261535,601465,576090,the trick,2005.0,the prodigy,www.bleed the block,0,the regime,0
16262201,725617,576090,the bug,2008.0,the cool raiders,www.bleed the block,0,the regime,0
16263337,385639,361079,¡oh! que amor,1948.0,chucho monge,este amor que hay que callar,0,yolandita monge,0
16281970,415100,913776,come clean,2007.0,hilary duff,come clean (2008 remix),2009,hilary duff,0
16286481,708528,276035,under the boardwalk,1988.0,kenny young+arthur resnick+the drifters,under the boardwalk,1964,the drifters,0
16286594,725583,276035,under the influence,1999.0,the chemical brothers,under the boardwalk,1964,the drifters,0
16287075,136048,276035,the weekenders,1993.0,the hold steady,under the boardwalk,1964,the drifters,0
16287165,601465,276035,the trick,2005.0,the prodigy,under the boardwalk,1964,the drifters,0
16287549,725617,276035,the bug,2008.0,the cool raiders,under the boardwalk,1964,the drifters,0
16288608,685990,363635,she bangs the drums,1991.0,the stone roses,she bangs the drums,1989,the stone roses,0
16288885,417828,363635,she is the new thing,2009.0,the horrors,she bangs the drums,1989,the stone roses,0
16292694,644570,157359,synaesthesia (fly away),2001.0,helstrip / sherman / newton+the thrillseekers+sheryl deane,synaesthesia,1999,the thrillseekers,0
16293487,726921,412548,as time goes by,2012.0,herman hupfeld+dooley wilson,as time goes by (casablance 1942),0,dooley wilson,0
16295945,82535,249520,el fantasma de canterville,2009.0,león gieco,el fantasma de canterville,1976,león gieco,0
16296294,301419,733331,lorraine,1964.0,bad manners,lorraine,1980,bad manners,0
16300043,616788,798154,guardian of the highlands,2012.0,shirley bassey,the rigs of the time,1995,shirley collins,0
16300343,686421,798154,who knows where the time goes,1968.0,sandy denny+judy collins,the rigs of the time,1995,shirley collins,0
16305660,254278,28263,pipeliner blues,2008.0,moon mullican+buck white,single man blues,0,bukka white,0
16309167,730399,947824,on the crest of a rainbow,1943.0,al sherman+harry tobias,up on the housetop,2008,al jarreau,0
16309699,688914,465317,lost in america,2003.0,alice cooper,lost in you,0,ice,0
16309700,558301,465317,love lost,2011.0,jonathan aherne+tobias dundas+abby mandagi+lorenzo sillitto+the temper trap+arrangement with sony music licensing,lost in you,0,ice,0
16309702,693573,465317,lost in you,2002.0,jimmie vaughan+dr. john+arrangement with sony music licensing,lost in you,0,ice,0
16309737,719782,465317,lost in your eyes,1995.0,debbie gibson+arrangement with warner special products/warner music licensing,lost in you,0,ice,0
16309991,345499,465317,the monster out in you,2000.0,randy crenshaw+susan boyd+beth anderson+ross bagdasarian+jon joyce+janice karman+donna medine+gene merlino,lost in you,0,ice,0
16320158,635985,576432,río río,1988.0,upa!,río río (2002 digital remaster),0,upa!,0
16320523,191723,926766,half full glass of wine,1987.0,tame impala,half full glass of wine,2008,tame impala,0
16325146,573016,262625,make her mine,2015.0,mayer hawthorne,make her mine,2009,mayer hawthorne,0
16330333,302113,217007,out with her,1964.0,the blow monkeys,out with her,1987,the blow monkeys,0
16333121,376051,855688,din daa daa,1984.0,george kranz,din daa daa,1989,george kranz,0
16333957,730343,381860,miracle mile,2014.0,expatriate+ben king+dave molland+chris kolias+damian press,700 mile situation,0,res,0
16335623,645628,91456,sweetest embrace,1998.0,barry adamson+nick cave,the sweetest embrace,1996,barry adamson,0
16342022,626975,863435,what are we gonna do then?,1947.0,tim spencer+andy devine+the sons of the pioneers,what'cha gonna do,0,the sons of champlin,0
16349511,661746,254210,rock around the rock pile,1956.0,ray anthony+his band,rocking around the house,0,ray campi,0
16353851,473675,782114,you got the love,2013.0,candi staton,when you want love,1977,candi staton,0
16359631,197788,22267,free,1999.0,vast,free,2000,vast,0
16360787,596146,232040,one cup of coffee,1994.0,glen troutman+glen glenn,one cup of coffee and a cigarette,0,glen glenn,0
16362934,8220,516542,desidia,1984.0,objetivo birmania,desidia,1984,objetivo birmania,0
16363491,584135,654530,que se jodan los vivos,2012.0,alfredo fernández garcía,pal que se va,0,alfredo zitarrosa,0
16366370,71109,306838,lieder der nacht,1976.0,marianne rosenberg,lieder der nacht,1990,marianne rosenberg,0
16369662,83495,714054,standing on the shore,2004.0,empire of the sun,standing on the shore (hey today! remix),2009,empire of the sun,0
16370855,731293,714054,on the road,2014.0,the bossmen+dick wagner of the bossmen,standing on the shore (hey today! remix),2009,empire of the sun,0
16371272,656973,838680,strange days,1991.0,the doors,3 days,0,the country,0
16371340,583642,838680,latter days,2007.0,over the rhine,3 days,0,the country,0
16371347,64307,838680,dark days,2001.0,the sleeping,3 days,0,the country,0
16371378,214191,838680,this days,2007.0,the sleepy jackson,3 days,0,the country,0
16376230,682308,213786,police and thieves,2001.0,lee scratch perry+junior murvin+the clash+arrangement with sony music licensing,police and thieves (live),0,the clash,0
16382993,700654,688906,down colorful hill,1993.0,mark kozelek+red house painters,strawberry hill,1993,red house painters,0
16400365,180715,620014,the number song,2011.0,dj shadow,the number song,1996,dj shadow,0
16400950,704917,620014,untitled song,2000.0,dj pause,the number song,1996,dj shadow,0
16407651,667578,12083,feels like rain,2011.0,josh schicker,like ourselves,0,josh ottum,0
16411390,699593,147342,the legend of black thunder,2003.0,the hookers,end of the affair,1989,the field mice,0
16411453,328221,147342,friday im in love / the end of the world,2007.0,the cure,end of the affair,1989,the field mice,0
16411535,103445,147342,ballad of a bitter end,2005.0,the poems,end of the affair,1989,the field mice,0
16411536,628239,147342,ballad of the whale,1986.0,the yellowjackets,end of the affair,1989,the field mice,0
16411582,657041,147342,the end,1987.0,the doors,end of the affair,1989,the field mice,0
16411709,397266,147342,fear of the future,2000.0,the residents,end of the affair,1989,the field mice,0
16411715,5437,147342,come out of the shade,2008.0,the perishers,end of the affair,1989,the field mice,0
16411716,530011,147342,house of the rising sun,2016.0,the animals,end of the affair,1989,the field mice,0
16411802,152200,147342,come out of the shade,2006.0,the perishers,end of the affair,1989,the field mice,0
