_id,ltable_id,rtable_id,ltable_song_title,ltable_year,ltable_artists,rtable_song_title,rtable_year,rtable_artists
9634347,704406,207101,gonna make you sweat (everybody dance now),1991.0,c.c. music factory,gonna make you sweat (everybody dance now) (slammin' vocal club mix),2009,c&c music factory
9640531,722078,344631,its all in your mind,1965.0,the standells,all in my head,0,the spectacular fantastic
9640922,721176,344631,over my head (cable car),2006.0,the fray,all in my head,0,the spectacular fantastic
9642892,102595,533889,oh my love,2005.0,inara george,oh my love,2005,inara george
9643015,686088,533889,whistle my love,1952.0,george wyle+elton hayes,oh my love,2005,inara george
9643159,342355,533889,nothings gonna change my love for you,1988.0,george benson,oh my love,2005,inara george
9643840,724508,533889,its love,1991.0,george s. clinton,oh my love,2005,inara george
9644158,643420,533889,real love,2012.0,mike viola+tim adams+inara george,oh my love,2005,inara george
9645512,683249,783490,honeymoon blues,1992.0,robert johnson,blacktop blues,0,robert lowery
9645513,683257,783490,kindhearted woman blues,1992.0,robert johnson+johnny shines,blacktop blues,0,robert lowery
9645514,683259,783490,32-20 blues,1992.0,robert johnson+john hammond,blacktop blues,0,robert lowery
9645832,125835,783490,southfield blues,2010.0,robert j. walsh,blacktop blues,0,robert lowery
9646038,250176,784946,it aint me babe,1969.0,bob dylan+johnny cash,it ain't me babe,1965,johnny cash
9649758,665647,807419,meet me in the morning,2008.0,david hopkins,a night in the village,1992,david arkenstone/kostia
9650027,695662,807419,in the garden under the tree,1967.0,david mccallum,a night in the village,1992,david arkenstone/kostia
9650090,438919,807419,meet me in the middle,2015.0,david okumu+jessie ware,a night in the village,1992,david arkenstone/kostia
9650122,573808,807419,wade in the water (traditional),2013.0,david alan grier,a night in the village,1992,david arkenstone/kostia
9650517,605980,807419,junk in the trunk,2003.0,david carpenter,a night in the village,1992,david arkenstone/kostia
9659992,700522,892873,no seas mala,2011.0,juan bautista+el fary,bala mala,0,juan gotti
9663073,560009,232392,fame and fortune,2006.0,roger miller+mission of burma,fame and fortune,1981,mission of burma
9667543,400110,372903,heart of stone,2013.0,the raveonettes,heart association,0,the emotions
9667594,438457,372903,hurricane heart attack,2004.0,the warlocks,heart association,0,the emotions
9667670,375240,372903,heart attack,2008.0,the american plague,heart association,0,the emotions
9668134,100821,372903,wooden heart,2007.0,the duke spirit,heart association,0,the emotions
9670900,308674,6144,this land is mine,2006.0,dido,this land is mine,2003,dido
9672385,466646,292541,mambo,2006.0,helena paparizou,mambo,2006,helena paparizou
9675827,90235,315774,the blacksmith,2006.0,shirley collins,the hawk,1991,albert collins
9676588,484126,493024,the snow goose (entire album),2014.0,andrew latimer+peter bardens+camel,the snow goose,0,camel
9682613,444912,669291,time,2000.0,dave clark+john christie+freddie mercury,time (niles rodgers remix),1992,freddie mercury
9685658,567196,318542,keep on the sunnyside,2007.0,the carter family,homestead on the farm,0,carter family
9685802,594891,318542,keep on the sunny side,2013.0,a.p. carter,homestead on the farm,0,carter family
9685803,594896,318542,the stroms are on the ocean,2013.0,a.p. carter,homestead on the farm,0,carter family
9686536,216358,357600,electric,2005.0,omarion grandberry+eric hudson+pastor andrew merrit,electric,2006,omarion
9688642,591105,464514,lost in the woods,1988.0,amelia shankley+stephen lawrence,carolina in the morning,0,lawrence welk
9688643,591108,464514,green in the blue,1988.0,julian chagrin+stephen lawrence,carolina in the morning,0,lawrence welk
9708289,309926,212509,san francisco bay blues,1989.0,jesse fuller,san francisco bay blues,1955,jesse fuller
9716397,175458,590387,wasnt born to follow (album version),2013.0,the byrds,bitchin' camaro (album version),2003,the dead milkmen
9717663,534404,443410,back in the shadow,1998.0,serious jones,any port in the storm,0,casey jones
9718051,661772,443410,youre in the army now,1956.0,isham jones,any port in the storm,0,casey jones
9718064,663212,443410,youre in the army now,1941.0,isham jones,any port in the storm,0,casey jones
9718209,681608,443410,in the heat of the night,1978.0,quincy jones,any port in the storm,0,casey jones
9718489,713545,443410,youre in the army now,1943.0,isham jones,any port in the storm,0,casey jones
9718578,721939,443410,youre in the army now,1950.0,isham jones,any port in the storm,0,casey jones
9718656,726543,443410,youre in the army now,1943.0,isham jones,any port in the storm,0,casey jones
9718687,728792,443410,youre in the army now,1938.0,isham jones,any port in the storm,0,casey jones
9718747,732795,443410,youre in the army now,1962.0,isham jones,any port in the storm,0,casey jones
9719358,327585,902139,black instrumental,2010.0,mason jennings,black wind blowing,0,mason jennings
9721235,258664,943228,getting hit on at the bank,2003.0,the briefs,breakfast on the bqe,2008,the bloodsugars
9721595,691024,943228,the wheels on the bus,2009.0,the white stripes,breakfast on the bqe,2008,the bloodsugars
9721834,237094,943228,boogie on the beach,2010.0,the red elvises,breakfast on the bqe,2008,the bloodsugars
9721886,657015,943228,riders on the storm,1985.0,the doors,breakfast on the bqe,2008,the bloodsugars
9721895,266766,943228,flowers on the wall,2001.0,the statler brothers,breakfast on the bqe,2008,the bloodsugars
9721913,272093,943228,keep your eyes on the hands,1956.0,the top twenty,breakfast on the bqe,2008,the bloodsugars
9721933,670134,943228,love on the dole,2011.0,the libertines,breakfast on the bqe,2008,the bloodsugars
9722021,567196,943228,keep on the sunnyside,2007.0,the carter family,breakfast on the bqe,2008,the bloodsugars
9722212,470767,943228,his eye is on the sparrow,2006.0,the soul stirrers,breakfast on the bqe,2008,the bloodsugars
9722250,228550,943228,gold on the ceiling,2011.0,the black keys,breakfast on the bqe,2008,the bloodsugars
9728531,664612,11807,tick tick boom,2013.0,nicholaus arson+the hives,tick tick boom,2007,the hives
9728577,715065,11807,boom boom boom,2007.0,the venga boys,tick tick boom,2007,the hives
9728611,240241,11807,boom boom,2015.0,the animals,tick tick boom,2007,the hives
9735664,175800,616568,out of time man,2013.0,mano negra+mick harvey,out of time man (version 2005),2005,mano negra
9739826,489607,167216,le roi de thule,1991.0,charles gounod+m. carre,le roi david : deuxi�me partie_ david roi : cantique de f�te,0,charles dutoit
9743951,215692,337404,idlewild blues,2008.0,outkast,idlewild blues,2007,outkast
9752846,485382,951230,spill the wine,2005.0,eric burdon+war+thomas allen+harold r. brown,spill the wine,1986,eric burdon
9756071,625220,951230,beyond the beyond,2011.0,eric bridenbaker,spill the wine,1986,eric burdon
9783737,710084,925069,surrender,1980.0,cheap trick,surrender,1978,cheap trick
9789412,725340,347938,return of the phantom stranger,2000.0,rob zombie,dance of the deadless corpse,0,zombie girl
9797888,184708,591882,mi casa,2000.0,los sencillos,mi linda raquel,0,los caminantes
9800877,580109,654006,la bamba,1966.0,trini l�pez,la media vuelta,2005,mari trini
9803524,175458,692695,wasnt born to follow (album version),2013.0,the byrds,i  (album version),2000,the electric prunes
9803587,453519,692695,i wanna be your boyfriend (demo version),2012.0,the ramones,i  (album version),2000,the electric prunes
9805881,718641,426723,the size of a cow,2005.0,the wonder stuff,the size of a cow,1991,the wonder stuff
9805965,43100,426723,birds of a feather,2009.0,the rosenbergs,the size of a cow,1991,the wonder stuff
9806012,725943,426723,death of a french whore,2008.0,the murdocks,the size of a cow,1991,the wonder stuff
9806052,103445,426723,ballad of a bitter end,2005.0,the poems,the size of a cow,1991,the wonder stuff
9806412,5437,426723,come out of the shade,2008.0,the perishers,the size of a cow,1991,the wonder stuff
9806414,530011,426723,house of the rising sun,2016.0,the animals,the size of a cow,1991,the wonder stuff
9806465,152200,426723,come out of the shade,2006.0,the perishers,the size of a cow,1991,the wonder stuff
9806470,284534,426723,house of the rising sun,1999.0,the crowd,the size of a cow,1991,the wonder stuff
9806652,721382,426723,house of the rising sun,2015.0,the animals,the size of a cow,1991,the wonder stuff
9807142,574356,426723,march of the swivelheads,2015.0,the beat,the size of a cow,1991,the wonder stuff
9807455,397266,426723,fear of the future,2000.0,the residents,the size of a cow,1991,the wonder stuff
9807555,157422,426723,news of the world,2005.0,the jam,the size of a cow,1991,the wonder stuff
9807612,562813,426723,the power of fatherhood,2009.0,the giraffes,the size of a cow,1991,the wonder stuff
9807616,301066,426723,talk of the town,1964.0,the pretenders,the size of a cow,1991,the wonder stuff
9807650,699593,426723,the legend of black thunder,2003.0,the hookers,the size of a cow,1991,the wonder stuff
9807675,309705,426723,part of the union,2013.0,the strawbs,the size of a cow,1991,the wonder stuff
9807976,628239,426723,ballad of the whale,1986.0,the yellowjackets,the size of a cow,1991,the wonder stuff
9812112,624278,60994,cabin down below,2013.0,tom petty,cabin down below (album version,1994,tom petty
9816300,723552,475563,we are your friends,2011.0,simian+gaspard aug�+xavier de rosnay+justice   vs simian,we are your friends (radioslave & spencer parker re-edit) (edit),0,justice vs simian
9817635,334056,773217,when i look to the sky,2003.0,train,to the grave,2006,trainwreck riders
9825846,632438,108218,blue shadows,1984.0,the blasters+dave alvin,wind shadows,0,alvin lucier
9837539,103928,844558,dont you want me,2005.0,young summer,did you miss me,2009,young buck
9840909,718597,802413,all your love (i miss loving),2011.0,otis rush,all your love (i miss loving),1958,otis rush
9840980,449223,802413,all your love,2004.0,otis rush+gary moore+the midnght blues,all your love (i miss loving),1958,otis rush
9849828,661745,585808,the girl cant help it,1956.0,little richard,the way that it shows,1994,richard thompson
9857050,497525,602755,better to love you  my dear,1934.0,al goodhart+al hoffman,better word for love,2006,al anderson
9859527,560471,687194,far away lights,1990.0,david darling,far away lights,1980,david darling
9862043,670303,763251,east virginia blues,1996.0,the charlatans,baghdad blues,2006,the microscopic septet
9866880,714751,120503,arrabal amargo,2013.0,carlos garde+alfredo le pera+leopoldo federico,arrabal amargo,0,leopoldo federico
9869342,712681,229670,virginia plain,1998.0,bryan ferry+roxy music,virginia plain,1972,roxy music
9869723,210946,498430,if youve got a heart,1964.0,bobby goldsboro,if you've got a heart (digital re-recording),0,bobby goldsboro
9870070,193161,865161,be somebody,2009.0,kings of leon,be somebody,2008,kings of leon
9870946,287805,440079,the phantom of the opera,2004.0,andrew lloyd webber+lyrics by charles hart+richard stilgoe+mike batt+rhydian roberts,cantilena:  adiemus_ spirit of the mountains,0,rhydian
9879991,449063,447062,this is the night,1985.0,lou rawls,the heart of saturday night,0,lou christie
9880746,575409,447062,the power of the heart,2011.0,lou reed,the heart of saturday night,0,lou christie
9882796,528914,617533,dance  dance,2005.0,fall out boy,dance_ dance,0,fall out boy
9888745,582893,837668,love... can be so wonderful,2009.0,the temprees+leon moore,it's so wonderful,1963,the raindrops
9888981,307244,704523,somos el cielo,2002.0,los visitantes,el cuartetazo,0,los wawanco
9889061,167839,704523,el puente,2010.0,los mismos,el cuartetazo,0,los wawanco
9891625,259937,903346,believe,2014.0,the all-american rejects,don't believe in me,0,the kidneythieves
9892247,83861,903346,keep me in your mind,2004.0,the koreans,don't believe in me,0,the kidneythieves
9894701,259770,677382,it means im in love with you,1970.0,tony romeo+ralph landis,the lady's in love with you,2010,tony bennett
9898446,83190,462096,yearning for your love,2004.0,the gap band,for your precious love,2007,the elgins
9899026,688577,462096,in the grace of your love,2014.0,the rapture,for your precious love,2007,the elgins
9899774,559941,462096,let your love flow,2009.0,the spokes men,for your precious love,2007,the elgins
9899947,596868,462096,your love is all i need,1957.0,the five stars,for your precious love,2007,the elgins
9900068,109540,462096,your love is mine,2007.0,the new mastersounds,for your precious love,2007,the elgins
9900169,595929,462096,i love myself for hating you,2009.0,the animal five,for your precious love,2007,the elgins
9906496,412970,580672,the super thing,2011.0,devo,the super thing,1981,devo
9932282,154507,583965,together in electric dreams,2009.0,the human league,together,2009,the disciples
9932293,301290,583965,gotta pull myself together,1964.0,the nolans,together,2009,the disciples
9938086,563968,565291,oklahoma blues,1948.0,jimmy wakely,hard workin' blues,0,jimmy witherspoon
9943540,720079,611703,up the pass,2007.0,david mccormack+the polaroids,pick up the phone,1982,f.r. david
9946687,607213,784957,matthews theme,1973.0,don bagley,theme #3,0,don dixon
9957623,329917,16689,everybody,2007.0,keith urban,everybody,2006,keith urban
9958506,273631,210367,8th wonder,2014.0,cheryl cook+ronald la pread+the roots  with the sugarhill gang,8th wonder,1981,the sugarhill gang
9958561,448513,210367,i wonder why,2008.0,the belmonts,8th wonder,1981,the sugarhill gang
9958568,585043,210367,one chord wonder,1977.0,the adverts,8th wonder,1981,the sugarhill gang
9961794,180715,175802,the number song,2011.0,dj shadow,the disaster,2008,dj hell
9965796,604048,907002,sweet surrender,1998.0,sarah mclachlan,sweet surrender,1997,sarah mclachlan
9965914,608606,907002,sweet ones,2005.0,sarah slean,sweet surrender,1997,sarah mclachlan
9967327,613737,823243,on broadway,2007.0,billy porter,on broadway,1993,billy joe royal
9973886,175458,167999,wasnt born to follow (album version),2013.0,the byrds,closing hymn (album version),1968,the electric prunes
9976961,721011,367008,forever yours,2004.0,paul singerman,lookin' out forever,1999,paul westerberg
9977034,711196,367008,look out,2001.0,paul goldowitz+goldo,lookin' out forever,1999,paul westerberg
9978976,218710,788358,viola fora de moda,2007.0,jos� carlos capinam+edu lobo+na��o zumbi,viola fora de moda (1994 digital remaster),0,edu lobo
9983493,340309,858695,keys to the city,1991.0,david young,the rocky road to dublin,2006,young dubliners
9983585,723660,858695,bottom to the top,2007.0,young noah+rome+aaddict,the rocky road to dublin,2006,young dubliners
9988555,651325,498324,little children,2000.0,mort shuman+j. leslie mcfarland+billy j. kramer,little children,1991,billy j. kramer
9990533,304460,778596,una guitarra,2004.0,joan manuel serrat,una guitarra,1967,joan manuel serrat
10005663,709971,380150,once a jolly swagman,1965.0,frank ifield+mike conlin,once a jolly swagman,0,frank ifield
10006586,562813,27577,the power of fatherhood,2009.0,the giraffes,through the eyes of faith,0,the booth brothers
10006591,708990,27577,invention of faith for the exploit of earth,2009.0,the antarcticans,through the eyes of faith,0,the booth brothers
10007461,157422,27577,news of the world,2005.0,the jam,through the eyes of faith,0,the booth brothers
10007737,397266,27577,fear of the future,2000.0,the residents,through the eyes of faith,0,the booth brothers
10007749,5437,27577,come out of the shade,2008.0,the perishers,through the eyes of faith,0,the booth brothers
10007751,530011,27577,house of the rising sun,2016.0,the animals,through the eyes of faith,0,the booth brothers
10007838,152200,27577,come out of the shade,2006.0,the perishers,through the eyes of faith,0,the booth brothers
10007848,284534,27577,house of the rising sun,1999.0,the crowd,through the eyes of faith,0,the booth brothers
10007952,301066,27577,talk of the town,1964.0,the pretenders,through the eyes of faith,0,the booth brothers
10007994,699593,27577,the legend of black thunder,2003.0,the hookers,through the eyes of faith,0,the booth brothers
10008027,309705,27577,part of the union,2013.0,the strawbs,through the eyes of faith,0,the booth brothers
10008045,574356,27577,march of the swivelheads,2015.0,the beat,through the eyes of faith,0,the booth brothers
10008196,721382,27577,house of the rising sun,2015.0,the animals,through the eyes of faith,0,the booth brothers
10008463,628239,27577,ballad of the whale,1986.0,the yellowjackets,through the eyes of faith,0,the booth brothers
10021000,726335,214843,feeling good,2014.0,the sheepdogs,that good feeling (the procussions),0,the procussions
10022472,505757,960460,the happy nigun,1998.0,giora feidman+dariusz swinoga+guido j�ger,bratizlav's nigun,1989,giora feidman
10023164,149715,430593,lucky you,1975.0,the lightning seeds,my lucky charm,2009,the postmarks
10023185,448139,430593,lucky guy,2014.0,the baseballs,my lucky charm,2009,the postmarks
10023327,691094,430593,my generation,2000.0,the who+pete townshend,my lucky charm,2009,the postmarks
10023453,484602,430593,my life,2008.0,ayreon the don,my lucky charm,2009,the postmarks
10023461,72307,430593,my doorbell,2009.0,the white stripes,my lucky charm,2009,the postmarks
10035787,622387,671414,la fuerza del coraz�n,2001.0,alejandro sanz,la f�bula del angelito,1984,alejandro lerner
10040153,655675,90066,its not what i need you for,1966.0,the birds,what you wanted,1993,the verve pipe
10044103,397496,547921,hold on its coming,1971.0,country joe mcdonald,something's coming on,1968,joe cocker
10054828,698372,717061,the creeps (asles full blown creep remix),2008.0,camille jones,the creeps,2007,camille jones vs fedde le grand
10058106,25327,677199,black steel,1993.0,tricky,black steel,1995,tricky
10066089,722754,144277,kids,2009.0,ben goldwasser+andrew vanwyngarden+mgmt+arrangement with sony music entertainment,kids,2005,mgmt
10066095,506305,144277,kids,2010.0,mgmt,kids,2005,mgmt
10069583,308328,879831,la cachiporra,2006.0,joe arroyo,la noche,2008,joe arroyo y la verdad
10073204,593958,592618,mexicali moon,1940.0,frank harford+tex ritter,pale moon,1995,frank sinatra
10077119,177513,518788,voc� vai ver,2007.0,antonio carlos jobim+mi�cha,voc� vai ver,2007,mi�cha
10087453,448491,687408,valium,2004.0,freakhouse,valium,2003,freakhouse
10090641,632836,889872,akta dej,1988.0,bengt palmers+bj�rn skifs,krama dej,1991,bj�rn skifs
10098577,718053,772929,something she has to do,2009.0,philip glass,something,0,philip bailey
10105202,628142,216781,let the good times roll,1983.0,shirley goodman+leonard lee,let the good times roll,1986,shirley & lee
10108427,344334,101308,the irony,2011.0,the malpractice,on the battlefront,1984,the db's
10108562,316349,101308,on water,2006.0,the last dinosaur,on the battlefront,1984,the db's
10108970,258664,101308,getting hit on at the bank,2003.0,the briefs,on the battlefront,1984,the db's
10109121,691024,101308,the wheels on the bus,2009.0,the white stripes,on the battlefront,1984,the db's
10109243,725617,101308,the bug,2008.0,the cool raiders,on the battlefront,1984,the db's
10109317,237094,101308,boogie on the beach,2010.0,the red elvises,on the battlefront,1984,the db's
10109362,657015,101308,riders on the storm,1985.0,the doors,on the battlefront,1984,the db's
10109382,266766,101308,flowers on the wall,2001.0,the statler brothers,on the battlefront,1984,the db's
10109417,272093,101308,keep your eyes on the hands,1956.0,the top twenty,on the battlefront,1984,the db's
10109451,670134,101308,love on the dole,2011.0,the libertines,on the battlefront,1984,the db's
10109664,567196,101308,keep on the sunnyside,2007.0,the carter family,on the battlefront,1984,the db's
10110080,470767,101308,his eye is on the sparrow,2006.0,the soul stirrers,on the battlefront,1984,the db's
10110170,228550,101308,gold on the ceiling,2011.0,the black keys,on the battlefront,1984,the db's
10116457,553921,19783,no love,2006.0,roots manuva,universal love,0,nucleus roots
10117743,254143,723489,in the upper room with jesus,2008.0,lucie e. campbell+larry gatlin+the gatlin brothers,in the upper room,0,the gatlin brothers
10117767,47907,723489,in your room,2003.0,the bangles,in the upper room,0,the gatlin brothers
10118055,655369,723489,in the pines,2011.0,the stanley brothers,in the upper room,0,the gatlin brothers
10118123,688577,723489,in the grace of your love,2014.0,the rapture,in the upper room,0,the gatlin brothers
10118177,320969,723489,in the shadows,1973.0,the rasmus,in the upper room,0,the gatlin brothers
10118187,585033,723489,in the city,1977.0,the jam,in the upper room,0,the gatlin brothers
10118293,630642,723489,in the shadows,2004.0,the rasmus,in the upper room,0,the gatlin brothers
10118974,703022,723489,back in the day punk,2011.0,the secretions,in the upper room,0,the gatlin brothers
10118994,443154,723489,a day in the life,2010.0,the beatles,in the upper room,0,the gatlin brothers
10119020,314775,723489,roll me over in the clover,1990.0,the group,in the upper room,0,the gatlin brothers
10119219,723424,723489,the farmers in the dell,1935.0,the jury,in the upper room,0,the gatlin brothers
10119377,731694,723489,zebra in the kitchen,1965.0,the standells,in the upper room,0,the gatlin brothers
10119437,609998,723489,another day  another pain in the ass,2002.0,the bunsen brothers,in the upper room,0,the gatlin brothers
10119464,614004,723489,the stars shine in the sky tonight,2007.0,the eels,in the upper room,0,the gatlin brothers
10122627,470964,502282,slight return,2016.0,adam devlin+eds chesters+mark morriss+scott morriss+the bluetones,slight return,1996,the bluetones
10123689,417828,474497,she is the new thing,2009.0,the horrors,the sweeter he is,0,the soul children
10123700,162355,474497,the medication is wearing off,2013.0,the eels,the sweeter he is,0,the soul children
10123733,566552,474497,it is the law,2008.0,the envelopes,the sweeter he is,0,the soul children
10123849,470767,474497,his eye is on the sparrow,2006.0,the soul stirrers,the sweeter he is,0,the soul children
10128165,261937,649684,if the whole world stopped lovin,1961.0,roy drusky,if the whole world stopped lovin',0,roy drusky
10129121,575906,252988,take me home,1985.0,phil collins,home,2007,phil wickham
10139874,500,720503,black night,2005.0,deep purple,late night,0,purple city
10148174,610653,324513,la paleta,2000.0,raul acosta+oro solido,la morena,1999,oro solido
10148893,238851,624589,come in my kitchen,2010.0,the diplomats of solid sound,come back home my darling,0,the master musicians of jajouka
10174671,685241,339156,the duke,1959.0,dave brubeck,the wolf,2002,dave clarke
10175640,726970,339156,the hunting song,1929.0,dave stamper,the wolf,2002,dave clarke
10187767,352060,119062,enter,2009.0,russian circles,enter,2006,russian circles
10190275,700485,175705,cumbia lunera,2001.0,el gran silencio+isaac valdez d�vila+cano hern�ndez,cumbia lunera,2001,el gran silencio
10196612,456075,864453,fire coming out of the monkeys head,2006.0,gorillaz,fire coming out of the monkey's head,2005,gorillaz
10201070,691596,284559,me and bobby mcgee,1985.0,kris kristofferson+fred foster+johnny cash+willie nelson,me and paul,1971,willie nelson
10201195,532289,284559,old five and dimers like me,2005.0,billy joe shaver+willie nelson+arrangement with sony music licensing,me and paul,1971,willie nelson
10202500,730816,628861,police & thieves,1991.0,junior murvin,police & thieves,1979,junior murvin
10202508,682308,628861,police and thieves,2001.0,lee scratch perry+junior murvin+the clash+arrangement with sony music licensing,police & thieves,1979,junior murvin
10202840,670309,641855,minglewood blues,1996.0,noah lewis+p.h. phactor jug band,stonewall blues,2005,memphis jug band
10203083,474130,641855,hustlin woman blues,1993.0,memphis minnie,stonewall blues,2005,memphis jug band
10211836,35272,593753,sign of the gypsy queen,2008.0,april wine,sign of the gypsy queen (2002 digital remaster),0,april wine
10212397,696382,163231,drivin blues,1985.0,scott shelly,steamroller blues,2003,david scott
10217097,575285,524372,you still believe in me,2003.0,the brian wilson band,will you think of me,1995,the robert cray band
10218504,716315,237183,wake up everybody,2010.0,victor carstarphen+gene mcfadden+john whitehead+john legend+the roots  )+arrangement with sony music licensing,everybody knows,2008,john legend
10219308,685297,75945,upside down,2015.0,ric hawkins,touch down easy,1990,ric ocasek
10224302,55803,484144,were not gonna take it,2007.0,hellsongs,we're not gonna take it,2008,hellsongs
10229261,48540,570887,fast jabroni,2009.0,surfer blood,fast jabroni,2010,surfer blood
10235563,599923,382054,sink into the frame of the portrait,1995.0,the dream warriors,1 of the 2,1977,the damned
10235568,397266,382054,fear of the future,2000.0,the residents,1 of the 2,1977,the damned
10235580,5437,382054,come out of the shade,2008.0,the perishers,1 of the 2,1977,the damned
10235581,530011,382054,house of the rising sun,2016.0,the animals,1 of the 2,1977,the damned
10235682,152200,382054,come out of the shade,2006.0,the perishers,1 of the 2,1977,the damned
10235695,284534,382054,house of the rising sun,1999.0,the crowd,1 of the 2,1977,the damned
10235736,157422,382054,news of the world,2005.0,the jam,1 of the 2,1977,the damned
10235833,301066,382054,talk of the town,1964.0,the pretenders,1 of the 2,1977,the damned
10235854,302189,382054,every beat of the heart,1964.0,the railway children,1 of the 2,1977,the damned
10235899,699471,382054,slaughter of the soul,2007.0,at the gates,1 of the 2,1977,the damned
10235943,309705,382054,part of the union,2013.0,the strawbs,1 of the 2,1977,the damned
10235962,574356,382054,march of the swivelheads,2015.0,the beat,1 of the 2,1977,the damned
10236094,718635,382054,man of the night,2013.0,the hunting party,1 of the 2,1977,the damned
10236135,721382,382054,house of the rising sun,2015.0,the animals,1 of the 2,1977,the damned
10236277,729869,382054,the bark of the dog,2011.0,the porcupine singers,1 of the 2,1977,the damned
10236422,492149,382054,house of the rising sun,2013.0,the animals+traditional+alan price,1 of the 2,1977,the damned
10236432,231280,382054,what became of the likely lads,2015.0,the libertines,1 of the 2,1977,the damned
10236442,628239,382054,ballad of the whale,1986.0,the yellowjackets,1 of the 2,1977,the damned
10236575,520646,382054,hen of the woods,2010.0,the cave singers,1 of the 2,1977,the damned
10236740,688577,382054,in the grace of your love,2014.0,the rapture,1 of the 2,1977,the damned
10236763,562813,382054,the power of fatherhood,2009.0,the giraffes,1 of the 2,1977,the damned
10236773,696252,382054,like the cover of damage,2008.0,the video dead,1 of the 2,1977,the damned
10236795,699593,382054,the legend of black thunder,2003.0,the hookers,1 of the 2,1977,the damned
10236877,718641,382054,the size of a cow,2005.0,the wonder stuff,1 of the 2,1977,the damned
10236923,724292,382054,the guns of brixton,2011.0,the clash+paul simonon,1 of the 2,1977,the damned
10236988,76999,382054,the fire of love,2003.0,the gun club,1 of the 2,1977,the damned
10241343,534620,234629,black ice,2013.0,the north,black rock,0,the infamous stringdusters
10241854,269382,234629,were rock chicks,2003.0,the cast,black rock,0,the infamous stringdusters
10242001,730803,234629,rock creek park,1991.0,the blackbyrds,black rock,0,the infamous stringdusters
10242267,509712,820650,la casita de papel,1968.0,los antillas combo,escaleras de la carcel,0,los humildes
10242320,438335,820650,la flor de la canela,1966.0,los tres sudamericanos,escaleras de la carcel,0,los humildes
10242417,543681,820650,a la buena de dios,1999.0,los cubaztecas,escaleras de la carcel,0,los humildes
10242495,688300,812627,did what i did,2006.0,the silver state,did what i did,0,the churchills
10242594,721169,812627,what i say and what i mean,2006.0,the like,did what i did,0,the churchills
10242636,654167,812627,what can i do?,2000.0,the corrs,did what i did,0,the churchills
10242677,655675,812627,its not what i need you for,1966.0,the birds,did what i did,0,the churchills
10242703,668817,812627,i know what boys like,1982.0,the waitresses,did what i did,0,the churchills
10242931,480105,812627,i know what boys like,1987.0,the waitresses+chris butler,did what i did,0,the churchills
10243134,603981,402859,fallen,2004.0,sarah mclachlan,fallen,2003,sarah mclachlan
10249261,676929,207326,dont hide your head in the sand,1949.0,the radio revellers,in your house,1980,the cure
10249327,718611,207326,my house is your house,2008.0,the break boys,in your house,1980,the cure
10249465,167290,207326,happy house,2003.0,the juan maclean,in your house,1980,the cure
10249720,47907,207326,in your room,2003.0,the bangles,in your house,1980,the cure
10249778,722078,207326,its all in your mind,1965.0,the standells,in your house,1980,the cure
10249833,83861,207326,keep me in your mind,2004.0,the koreans,in your house,1980,the cure
10250121,688577,207326,in the grace of your love,2014.0,the rapture,in your house,1980,the cure
10250292,392501,207326,in time,2015.0,find the others,in your house,1980,the cure
10250555,172678,207326,your ghost,2003.0,the new amsterdams,in your house,1980,the cure
10250587,570856,207326,your money,2012.0,the indelicates,in your house,1980,the cure
10250701,722342,207326,wrap your troubles in dreams,2008.0,the 69 eyes,in your house,1980,the cure
10250806,83318,207326,your touch,2004.0,the black keys,in your house,1980,the cure
10250841,617610,207326,your shadow,2007.0,the exploding hearts,in your house,1980,the cure
10252464,663130,820207,crazy in love,2013.0,jay z+richard christopher harrison+beyonc� knowles+eugene record+kind permission of emi music publishing australia pty limited+warner/chappell music australia pty ltd+j. albert+son pty ltd.+music publishing pty ltd+the bryan ferry orchestra,falling in love again,1999,bryan ferry
10259151,623528,408025,move this mountain,2003.0,alex james/sophie ellis-bextor /ben hillier+sophie ellis-bextor,move this mountain,2001,sophie ellis-bextor
10270108,561442,464912,lonesome valley,2000.0,the fairfield four,one more valley,0,the rambos
10276438,645013,475185,were not going to take it,2010.0,the veronicas,i can take it,2001,the deadly snakes
10276477,146763,475185,can you give it,2011.0,the maccabees,i can take it,2001,the deadly snakes
10276543,713627,475185,can you feel it,2014.0,the jacksons,i can take it,2001,the deadly snakes
10276817,654167,475185,what can i do?,2000.0,the corrs,i can take it,2001,the deadly snakes
10277323,146945,131942,down by the water,2011.0,the drums,everybody out of the water,2002,the wallflowers
10277326,280808,131942,dog out of water,2009.0,the color bars,everybody out of the water,2002,the wallflowers
10277363,48802,131942,down by the water,2010.0,the decemberists+gillian welch,everybody out of the water,2002,the wallflowers
10277510,302189,131942,every beat of the heart,1964.0,the railway children,everybody out of the water,2002,the wallflowers
10277788,5437,131942,come out of the shade,2008.0,the perishers,everybody out of the water,2002,the wallflowers
10277819,674829,131942,turn out the light,2002.0,the music,everybody out of the water,2002,the wallflowers
10277826,152200,131942,come out of the shade,2006.0,the perishers,everybody out of the water,2002,the wallflowers
10277952,370652,131942,out of sight  out of mind,1968.0,the bit asweet,everybody out of the water,2002,the wallflowers
10278104,694458,131942,out of luck,2009.0,the pointed sticks,everybody out of the water,2002,the wallflowers
10278120,309705,131942,part of the union,2013.0,the strawbs,everybody out of the water,2002,the wallflowers
